"seqnames","start","end","width","strand","Conc","Conc_p53KD","Conc_Scramble","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","annotation_category","input_gene","ENTREZID"
"chr3",196942390,196942890,501,"*",5.32684080105855,5.24939189219148,5.40034295798601,-0.0776062419433081,0.866794422207997,0.944733898979837,"Promoter (<=1kb)",3,196942674,196943543,870,1,"152217","ENST00000602845.2",0,"ENSG00000270170","NCBP2AS2","NCBP2 antisense 2 (head to head)","Promoter (<=1 kb)","NCBP2AS2","152217"
"chr17",1511948,1512448,501,"*",4.90372701448066,4.99744698903521,4.80349322989978,0.077342643916351,0.867133426377692,0.944733898979837,"Promoter (1-2kb)",17,1508977,1513512,4536,2,"51763","ENST00000460733.5",1064,"ENSG00000132376","INPP5K","inositol polyphosphate-5-phosphatase K","Promoter (1-2 kb)","INPP5K","51763"
"chr19",18571472,18571972,501,"*",5.77983032679496,5.85012090562655,5.70593888118562,0.0763361609294542,0.867210513271198,0.944733898979837,"Promoter (<=1kb)",19,18571730,18575202,3473,1,"7311","ENST00000596304.5",0,"ENSG00000221983","UBA52","ubiquitin A-52 residue ribosomal protein fusion product 1","Promoter (<=1 kb)","UBA52","7311"
"chr7",832419,832919,501,"*",3.89157706370571,3.63839079329026,4.10689371540095,-0.058809284183078,0.867333096921203,0.944733898979837,"Promoter (<=1kb)",7,832476,874934,42459,1,"23353","ENST00000401592.6",0,"ENSG00000164828","SUN1","Sad1 and UNC84 domain containing 1","Promoter (<=1 kb)","SUN1","23353"
"chr11",46695412,46695912,501,"*",4.83568123971368,4.92032899094006,4.74575564432579,0.0771051517061561,0.867851592589284,0.944733898979837,"Promoter (<=1kb)",11,46679217,46696099,16883,2,"392","ENST00000528837.5",187,"ENSG00000175220","ARHGAP1","Rho GTPase activating protein 1","Promoter (<=1 kb)","ARHGAP1","392"
"chr5",159582635,159583135,501,"*",3.62045114927518,3.78958563681695,3.42882181028831,0.0643378930150376,0.868620403671961,0.944733898979837,"Promoter (<=1kb)",5,159582080,159587267,5188,1,"105377684","ENST00000811691.1",555,NA,"LOC105377684","uncharacterized LOC105377684","Promoter (<=1 kb)","LOC105377684","105377684"
"chr12",57726188,57726688,501,"*",5.9119741448381,5.96215979094051,5.85997962641727,0.0685793999704248,0.86864634778665,0.944733898979837,"Promoter (<=1kb)",12,57726271,57728356,2086,1,"100130776","ENST00000542466.2",0,"ENSG00000255737","AGAP2-AS1","AGAP2 antisense RNA 1","Promoter (<=1 kb)","AGAP2-AS1","100130776"
"chr15",75903601,75904101,501,"*",4.42525548697385,4.33790874677782,4.50761443838436,-0.0765262617987842,0.869050840089453,0.944733898979837,"Promoter (<=1kb)",15,75903876,75930847,26972,1,"26263","ENST00000569749.5",0,"ENSG00000167196","FBXO22","F-box protein 22","Promoter (<=1 kb)","FBXO22","26263"
"chr3",123066978,123067478,501,"*",5.41017150173812,5.34810230914665,5.46968007330189,-0.0739825586148429,0.869441169100678,0.944733898979837,"Promoter (<=1kb)",3,123067025,123162104,95080,1,"10954","ENST00000316218.12",0,"ENSG00000065485","PDIA5","protein disulfide isomerase family A member 5","Promoter (<=1 kb)","PDIA5","10954"
"chr2",172555517,172556017,501,"*",4.66812075467846,4.57591870853068,4.7547825115283,-0.0757825823406137,0.869526150415477,0.944733898979837,"Promoter (<=1kb)",2,172480773,172555921,75149,2,"124900513","ENST00000830319.1",0,"ENSG00000232788","PDK1-AS1","PDK1 and ITGA6 antisense RNA 1","Promoter (<=1 kb)","PDK1-AS1","124900513"
"chr11",77994532,77995032,501,"*",4.13312554854682,3.89214738553605,4.33955447219123,-0.0583633021305483,0.869671242822531,0.944733898979837,"Promoter (<=1kb)",11,77874418,77994667,120250,2,"92105","ENST00000695303.1",0,"ENSG00000149262","INTS4","integrator complex subunit 4","Promoter (<=1 kb)","INTS4","92105"
"chr15",101334262,101334762,501,"*",3.0778801201904,2.8032087308397,3.3085275765706,-0.0550420753000389,0.870076253956462,0.9448553051054,"Promoter (<=1kb)",15,101334437,101337428,2992,1,"105371027","ENST00000558696.1",0,"ENSG00000259764","PCSK6-AS1","PCSK6 antisense RNA 1","Promoter (<=1 kb)","PCSK6-AS1","105371027"
"chr16",2205057,2205557,501,"*",5.68131611173108,5.62784232844627,5.73287851319374,-0.0712000557902474,0.87077277257317,0.944896813861752,"Promoter (<=1kb)",16,2205177,2209396,4220,1,"64223","ENST00000564088.5",0,"ENSG00000167965","MLST8","MTOR associated protein MLST8","Promoter (<=1 kb)","MLST8","64223"
"chr12",51172817,51173317,501,"*",5.83131247042578,5.77294017651711,5.88741454365955,-0.072474862752867,0.870848740721247,0.944896813861752,"Promoter (<=1kb)",12,51173184,51181631,8448,1,"124902933","ENST00000743411.1",0,NA,"LOC124902933","uncharacterized LOC124902933","Promoter (<=1 kb)","LOC124902933","124902933"
"chr5",43120801,43121301,501,"*",4.95813271539334,5.11272424801665,4.78496562051359,0.0648882151523617,0.870994269760832,0.944896813861752,"Promoter (<=1kb)",5,43120883,43161773,40891,1,"7690","ENST00000515326.5",0,"ENSG00000172262","ZNF131","zinc finger protein 131","Promoter (<=1 kb)","ZNF131","7690"
"chr1",44721880,44722380,501,"*",5.09079123224578,4.98721185026997,5.18742960786836,-0.0739484817919886,0.87191775845255,0.945580281970419,"Promoter (<=1kb)",1,44721785,44721902,118,2,"26828","ENST00000362507.2",0,"ENSG00000199377","RNU5F-1","RNA, U5F small nuclear 1","Promoter (<=1 kb)","RNU5F-1","26828"
"chr1",35557417,35557917,501,"*",5.32444343511533,5.26022805134196,5.38592193453306,-0.0725241553513589,0.873404922215526,0.946237612433902,"Promoter (<=1kb)",1,35557473,35566772,9300,1,"23154","ENST00000373253.7",0,"ENSG00000020129","NCDN","neurochondrin","Promoter (<=1 kb)","NCDN","23154"
"chr1",1615416,1615916,501,"*",5.48097573208546,5.42489871175889,5.53495436857269,-0.07032584202808,0.873817837944829,0.946366747515375,"Promoter (<=1kb)",1,1615454,1630604,15151,1,"142678","ENST00000479659.5",0,"ENSG00000197530","MIB2","MIB E3 ubiquitin protein ligase 2","Promoter (<=1 kb)","MIB2","142678"
"chr1",2391265,2391765,501,"*",5.52733628661154,5.59033242201036,5.46146328976827,0.0718131816628523,0.874796746955448,0.946687702866099,"Promoter (<=1kb)",1,2321253,2391554,70302,2,"79906","ENST00000378531.8",0,"ENSG00000116151","MORN1","MORN repeat containing 1","Promoter (<=1 kb)","MORN1","79906"
"chr1",191145,191645,501,"*",2.95991091166837,3.18587858859276,2.69185621612211,0.052725843755845,0.875238586140511,0.946687702866099,"Intron (ENST00000466557.7/124900384, intron 1 of 11)",1,184924,188106,3183,2,"100996442","ENST00000831740.1",-3039,"ENSG00000310527","WASH9P","WAS protein family homolog 9, pseudogene","Other intron","WASH9P","100996442"
"chr2",9406251,9406751,501,"*",1.68145262623264,1.34377711220241,1.9548906219559,-0.0484121719475082,0.875289468292399,0.946687702866099,"Promoter (1-2kb)",2,9406661,9408299,1639,2,"9270","ENST00000460720.5",1548,"ENSG00000119185","ITGB1BP1","integrin subunit beta 1 binding protein 1","Promoter (1-2 kb)","ITGB1BP1","9270"
"chr8",125706360,125706860,501,"*",6.6670659949944,6.71253016057694,6.62012235113208,0.0662776822212958,0.876378942075384,0.947547970257345,"Intron (ENST00000816149.1/105375746, intron 3 of 4)",8,125749045,125750261,1217,2,"105375747","ENST00000816249.1",43401,"ENSG00000253470","LOC105375747","uncharacterized LOC105375747","Other intron","LOC105375747","105375747"
"chr7",98211360,98211860,501,"*",5.12095823228513,5.19804420904686,5.03951974642758,0.0719872719784469,0.876695658990787,0.947568479014303,"Promoter (<=1kb)",7,98211439,98215457,4019,1,"168620","ENST00000609256.2",0,"ENSG00000180535","BHLHA15","basic helix-loop-helix family member a15","Promoter (<=1 kb)","BHLHA15","168620"
"chr3",15601790,15602290,501,"*",4.774826424342,4.62917933106466,4.90710867520795,-0.0636573542070693,0.876986096964821,0.947568479014303,"Promoter (<=1kb)",3,15560704,15601852,41149,2,"26061","ENST00000628377.2",0,"ENSG00000131373","HACL1","2-hydroxyacyl-CoA lyase 1","Promoter (<=1 kb)","HACL1","26061"
"chr5",134904731,134905231,501,"*",6.1058607157795,6.16928470166676,6.03951974642758,0.0699558708981212,0.877682491014461,0.947929698617647,"Promoter (<=1kb)",5,134905173,135007959,102787,1,"347732","ENST00000504352.1",0,"ENSG00000152705","CATSPER3","cation channel sperm associated 3","Promoter (<=1 kb)","CATSPER3","347732"
"chr19",47256819,47257319,501,"*",6.23153203128328,6.18600423633534,6.27566692879518,-0.0646959048904492,0.877908820817833,0.947929698617647,"Promoter (<=1kb)",19,47257532,47260762,3231,1,"26093","ENST00000599398.5",-213,"ENSG00000105321","CCDC9","coiled-coil domain containing 9","Promoter (<=1 kb)","CCDC9","26093"
"chr18",110096,110596,501,"*",3.01221518749796,2.74530599720678,3.23736895428015,-0.0514223485272495,0.87834665019,0.947938383686544,"Promoter (<=1kb)",18,110144,118576,8433,1,"727758","ENST00000755833.1",0,"ENSG00000290877","ROCK1P1","Rho associated coiled-coil containing protein kinase 1 pseudogene 1","Promoter (<=1 kb)","ROCK1P1","727758"
"chr20",59042538,59043038,501,"*",4.68831989830199,4.60315672156303,4.76873483035231,-0.0696363616925887,0.879710027608712,0.948909492709732,"Promoter (<=1kb)",20,59038134,59042809,4676,2,"100533975","ENST00000466051.1",0,NA,"SLMO2-ATP5E","SLMO2-ATP5E readthrough","Promoter (<=1 kb)","SLMO2-ATP5E","100533975"
"chr7",76291498,76291998,501,"*",5.29515172684778,5.19612608938354,5.38781470170238,-0.068101172594192,0.879994278155394,0.948909492709732,"Exon (ENST00000740673.1/ENST00000740673.1, exon 2 of 2)",7,76282614,76287288,4675,1,"222183","ENST00000612155.1",8884,"ENSG00000177679","SRRM3","serine/arginine repetitive matrix 3","Other exon","SRRM3","222183"
"chr1",201954960,201955460,501,"*",4.70907104176079,4.7889494552728,4.62450939519406,0.0697659058636111,0.880430074213551,0.949061792946156,"Promoter (<=1kb)",1,201955503,201970664,15162,1,"10440","ENST00000367287.5",-43,"ENSG00000134375","TIMM17A","translocase of inner mitochondrial membrane 17A","Promoter (<=1 kb)","TIMM17A","10440"
"chr1",10939560,10940060,501,"*",5.64757320819493,5.59571156601914,5.69763505257509,-0.066121638662517,0.881414335764605,0.94980501332226,"Distal Intergenic",1,10946475,10947870,1396,2,"148345","ENST00000468348.1",7810,"ENSG00000175262","CIROZ","ciliated left-right organizer protein containing ZP-N domains","Distal intergenic","CIROZ","148345"
"chr17",16387026,16387526,501,"*",3.12726730211289,3.34377711220241,2.87242846176393,0.0501536565577192,0.881809304893614,0.949912932252499,"Exon (ENST00000833898.1/ENST00000833898.1, exon 1 of 2)",17,16381465,16382742,1278,1,"7314","ENST00000614404.1",5561,"ENSG00000170315","UBB","ubiquitin B","Other exon","UBB","7314"
"chr11",83071983,83072483,501,"*",5.26181274133717,5.19995978188056,5.32112252673495,-0.0678258312468434,0.882408599744115,0.949923323880902,"Promoter (<=1kb)",11,83072055,83073717,1663,1,"100506233","ENST00000689041.2",0,"ENSG00000246067","RAB30-DT","RAB30 divergent transcript","Promoter (<=1 kb)","RAB30-DT","100506233"
"chrX",77899246,77899746,501,"*",4.83819671194739,4.70132911682049,4.96319743930064,-0.0607173608543364,0.882992300609695,0.950234199253319,"Promoter (<=1kb)",23,77899440,77905385,5946,1,"1349","ENST00000373335.4",0,"ENSG00000131174","COX7B","cytochrome c oxidase subunit 7B","Promoter (<=1 kb)","COX7B","1349"
"chr1",27830745,27831245,501,"*",5.26214728127327,5.17093610457726,5.3479331390876,-0.0668235525631009,0.883325527021936,0.950275408368841,"Promoter (<=1kb)",1,27827812,27831209,3398,2,"124903885","ENST00000660844.1",0,NA,"LOC124903885","uncharacterized LOC124903885","Promoter (<=1 kb)","LOC124903885","124903885"
"chr12",53078737,53079237,501,"*",4.79228845471334,4.90072342361153,4.6750361523512,0.063785442669796,0.884087308276883,0.950777472385887,"Promoter (<=1kb)",12,53065661,53079377,13717,2,"84926","ENST00000547837.5",140,"ENSG00000167778","SPRYD3","SPRY domain containing 3","Promoter (<=1 kb)","SPRYD3","84926"
"chr4",87220060,87220560,501,"*",4.94427681161253,5.07169756676561,4.8045021674509,0.058838327853176,0.886121239836561,0.952581523967589,"Promoter (<=1kb)",4,87160249,87220536,60288,2,"57563","ENST00000498875.6",0,"ENSG00000145332","KLHL8","kelch like family member 8","Promoter (<=1 kb)","KLHL8","57563"
"chr15",63504056,63504556,501,"*",4.40944773136308,4.26607297285646,4.53985312267706,-0.0573501389242731,0.886700722225198,0.952581523967589,"Promoter (<=1kb)",15,63504511,63594640,90130,1,"9960","ENST00000540797.5",0,"ENSG00000140455","USP3","ubiquitin specific peptidase 3","Promoter (<=1 kb)","USP3","9960"
"chr1",158009805,158010305,501,"*",4.48997870739074,4.40550682442411,4.56977702239254,-0.0656057721261316,0.886984170709172,0.952581523967589,"Intron (ENST00000360089.8/55243, intron 1 of 12)",1,158025550,158031166,5617,1,"100505785","ENST00000419415.1",-15245,NA,"KIRREL1-IT1","KIRREL1 intronic transcript 1","Other intron","KIRREL1-IT1","100505785"
"chr2",200811434,200811934,501,"*",5.26820938703177,5.35274178674721,5.17841396980886,0.064999051028187,0.887315273658893,0.952581523967589,"Promoter (<=1kb)",2,200811546,200818083,6538,1,"9689","ENST00000452206.5",0,"ENSG00000082153","BZW1","basic leucine zipper and W2 domains 1","Promoter (<=1 kb)","BZW1","9689"
"chr7",55073916,55074416,501,"*",5.12122308011271,5.18152259496407,5.05829290856518,0.0650208881692482,0.887538713516667,0.952581523967589,"Intron (ENST00000344576.7/1956, intron 1 of 15)",7,55109723,55211536,101814,1,"1956","ENST00000450046.2",-35307,"ENSG00000146648","EGFR","epidermal growth factor receptor","Other intron","EGFR","1956"
"chr3",124730283,124730783,501,"*",5.9936566667092,5.7700418669045,6.18721784929972,-0.0482382418167995,0.888248080412472,0.953025412950045,"Promoter (<=1kb)",3,124730433,124744757,14325,1,"7372","ENST00000462091.5",0,"ENSG00000114491","UMPS","uridine monophosphate synthetase","Promoter (<=1 kb)","UMPS","7372"
"chr9",124285623,124286123,501,"*",4.54212427547503,4.40467653496801,4.66760866987543,-0.0558014290280697,0.890428135905837,0.955046422732559,"Promoter (<=1kb)",9,124286440,124326405,39966,1,"10783","ENST00000423785.5",-317,"ENSG00000119408","NEK6","NIMA related kinase 6","Promoter (<=1 kb)","NEK6","10783"
"chr1",21262576,21263076,501,"*",4.96091418008494,4.89378147297914,5.0250614188708,-0.0637620742586833,0.890725342469801,0.955047272358635,"Promoter (<=1kb)",1,21262942,21267255,4314,1,"124903872","ENST00000848644.1",0,NA,"LOC124903872","uncharacterized LOC124903872","Promoter (<=1 kb)","LOC124903872","124903872"
"chr19",3984930,3985430,501,"*",5.73359004267468,5.68131160005565,5.78404014913021,-0.0619341831414218,0.891986522662091,0.955804930737211,"Promoter (<=1kb)",19,3983254,3985112,1859,2,"1938","ENST00000600720.1",0,"ENSG00000167658","EEF2","eukaryotic translation elongation factor 2","Promoter (<=1 kb)","EEF2","1938"
"chr15",43746221,43746721,501,"*",5.34853372140821,5.22642016156425,5.46111302256294,-0.0562810127519139,0.892450822779354,0.955804930737211,"Promoter (<=1kb)",15,43746394,43771558,25165,1,"2923","ENST00000687794.1",0,"ENSG00000167004","PDIA3","protein disulfide isomerase family A member 3","Promoter (<=1 kb)","PDIA3","2923"
"chr6",24774758,24775258,501,"*",4.59117235803295,4.52807692307976,4.65162358950335,-0.0625671597947566,0.892544115595973,0.955804930737211,"Promoter (<=1kb)",6,24774931,24786095,11165,1,"51053","ENST00000356509.7",0,"ENSG00000112312","GMNN","geminin DNA replication inhibitor","Promoter (<=1 kb)","GMNN","51053"
"chr17",40070834,40071334,501,"*",4.97549321520925,5.0337723968337,4.91476031666041,0.0620080193550206,0.892618571256446,0.955804930737211,"Promoter (<=1kb)",17,40072091,40077558,5468,1,"7067","ENST00000577486.1",-757,"ENSG00000126351","THRA","thyroid hormone receptor alpha","Promoter (<=1 kb)","THRA","7067"
"chr1",213987901,213988401,501,"*",3.72899086997496,3.85187636635164,3.59465541943955,0.0546843486622134,0.893356171080072,0.955959343480568,"Promoter (<=1kb)",1,213817751,213988382,170632,2,"100505832","ENST00000433082.6",0,"ENSG00000230461","PROX1-AS1","PROX1 antisense RNA 1","Promoter (<=1 kb)","PROX1-AS1","100505832"
"chr4",82373666,82374166,501,"*",5.68544725462692,5.62686012183381,5.74174775015566,-0.0607596905633401,0.89386322302772,0.95618436407547,"Promoter (<=1kb)",4,82352498,82373991,21494,2,"3184","ENST00000313899.12",0,"ENSG00000138668","HNRNPD","heterogeneous nuclear ribonucleoprotein D","Promoter (<=1 kb)","HNRNPD","3184"
"chr16",30557924,30558424,501,"*",5.98093268715836,6.042146797121,5.91700570557593,0.060831877741596,0.895370396780423,0.957478731638408,"Promoter (<=1kb)",16,30553764,30558263,4500,2,"92595","ENST00000252797.6",0,"ENSG00000169951","ZNF764","zinc finger protein 764","Promoter (<=1 kb)","ZNF764","92595"
"chr3",170869735,170870235,501,"*",5.47522809544025,5.53625757522469,5.4115024472532,0.0599549095347946,0.896784399432167,0.958087221827192,"Promoter (<=1kb)",3,170864875,170870195,5321,2,"200916","ENST00000295830.13",0,"ENSG00000163584","RPL22L1","ribosomal protein L22 like 1","Promoter (<=1 kb)","RPL22L1","200916"
"chr11",67373701,67374201,501,"*",4.54991962593124,4.66587152971237,4.42382754943843,0.0526851009748289,0.896831490077843,0.958087221827192,"Promoter (<=1kb)",11,67364962,67374177,9216,2,"23529","ENST00000533438.1",0,"ENSG00000175505","CLCF1","cardiotrophin like cytokine factor 1","Promoter (<=1 kb)","CLCF1","23529"
"chr9",135992652,135993152,501,"*",4.6362932701898,4.51370211364472,4.74927834025439,-0.0520756374537579,0.898128971503692,0.958570703526529,"Distal Intergenic",9,136016291,136019480,3190,2,"138151","ENST00000467669.1",26328,"ENSG00000148411","NACC2","NACC family member 2","Distal intergenic","NACC2","138151"
"chr10",73626210,73626710,501,"*",5.40188217008611,5.45079008333275,5.351257904765,0.0576737690714028,0.898233435264272,0.958570703526529,"Promoter (<=1kb)",10,73497550,73626117,128568,2,"159195","ENST00000689425.1",-93,"ENSG00000166348","USP54","ubiquitin specific peptidase 54","Promoter (<=1 kb)","USP54","159195"
"chr1",1021130,1021630,501,"*",4.60969535527904,4.54004326251379,4.67613901030957,-0.0591279067805517,0.898614425327016,0.958570703526529,"Promoter (1-2kb)",1,1020123,1056118,35996,1,"375790","ENST00000620552.4",1007,"ENSG00000188157","AGRN","agrin","Promoter (1-2 kb)","AGRN","375790"
"chr2",44361468,44361968,501,"*",4.86270487949775,4.73609453498117,4.97909485777783,-0.0510979985047888,0.898815343780484,0.958570703526529,"Promoter (<=1kb)",2,44361947,44772592,410646,1,"79823","ENST00000378494.8",0,"ENSG00000143919","CAMKMT","calmodulin-lysine N-methyltransferase","Promoter (<=1 kb)","CAMKMT","79823"
"chr5",132426605,132427105,501,"*",4.91475125019959,4.82898610014222,4.99570267259377,-0.0567385809514374,0.898955254914374,0.958570703526529,"Promoter (<=1kb)",5,132419416,132426714,7299,2,"102723741","ENST00000454380.1",0,"ENSG00000238160","LINC02863","long intergenic non-protein coding RNA 2863","Promoter (<=1 kb)","LINC02863","102723741"
"chr17",4143351,4143851,501,"*",5.46260801515879,5.54476898656405,5.37548393615089,0.057523484694911,0.899069108025193,0.958570703526529,"Promoter (<=1kb)",17,4143702,4187310,43609,1,"124936","ENST00000573984.1",0,"ENSG00000167740","CYB5D2","cytochrome b5 domain containing 2","Promoter (<=1 kb)","CYB5D2","124936"
"chr1",156813606,156814106,501,"*",5.32061532849098,5.39968473844942,5.23695981850675,0.0575377815010796,0.899567686674994,0.958785010409141,"Promoter (<=1kb)",1,156809203,156814111,4909,2,"9047","ENST00000468744.5",5,"ENSG00000027869","SH2D2A","SH2 domain containing 2A","Promoter (<=1 kb)","SH2D2A","9047"
"chr9",133144571,133145071,501,"*",3.9878841211185,3.90483973133333,4.06640737629009,-0.0571345311588644,0.900580916653513,0.959416084190003,"Exon (ENST00000758053.1/ENST00000758053.1, exon 2 of 2)",9,133097720,133149334,51615,2,"5900","ENST00000393160.7",4263,"ENSG00000160271","RALGDS","ral guanine nucleotide dissociation stimulator","Other exon","RALGDS","5900"
"chr12",6970678,6971178,501,"*",6.61300899225416,6.58603219714674,6.63949059660539,-0.0450212699132847,0.900976580988677,0.959416084190003,"Promoter (<=1kb)",12,6970913,6975573,4661,1,"10436","ENST00000611981.1",0,"ENSG00000126749","EMG1","EMG1 N1-specific pseudouridine methyltransferase","Promoter (<=1 kb)","EMG1","10436"
"chr1",51879158,51879658,501,"*",4.8292729588004,4.91450791173797,4.7386843423841,0.0559036967432462,0.901053094586887,0.959416084190003,"Promoter (<=1kb)",1,51789191,51878805,89615,2,"4898","ENST00000354831.11",-353,"ENSG00000078618","NRDC","nardilysin convertase","Promoter (<=1 kb)","NRDC","4898"
"chr17",76103828,76104328,501,"*",5.04091408905045,4.99095620780952,5.08919976448403,-0.056462710535661,0.902081616704486,0.960193911140355,"Promoter (<=1kb)",17,76081016,76103787,22772,2,"23265","ENST00000589210.6",-41,"ENSG00000182473","EXOC7","exocyst complex component 7","Promoter (<=1 kb)","EXOC7","23265"
"chr18",12948312,12948812,501,"*",5.70984104395331,5.76753819477081,5.64973995974068,0.0565684271598925,0.902570190675601,0.960396682416376,"Promoter (<=1kb)",18,12948505,12971249,22745,1,"81929","ENST00000588251.1",0,"ENSG00000085415","SEH1L","SEH1 like nucleoporin","Promoter (<=1 kb)","SEH1L","81929"
"chr16",20902499,20902999,501,"*",3.90290378085371,4.0442168303435,3.74623089807656,0.0452345249144557,0.903363832573973,0.960586132131068,"Promoter (1-2kb)",16,20901104,20925006,23903,1,"57149","ENST00000396052.3",1395,"ENSG00000102897","LYRM1","LYR motif containing 1","Promoter (1-2 kb)","LYRM1","57149"
"chr17",29176086,29176586,501,"*",4.43889498071344,4.55323047783136,4.31471224058576,0.0487402720108667,0.90389076739934,0.960586132131068,"Promoter (<=1kb)",17,29073519,29176752,103234,2,"399687","ENST00000533112.5",166,"ENSG00000196535","MYO18A","myosin XVIIIA","Promoter (<=1 kb)","MYO18A","399687"
"chr7",45974118,45974618,501,"*",3.92685978663249,3.79593207027674,4.04688784035854,-0.0479036775689803,0.903940767418187,0.960586132131068,"Intron (ENST00000658576.2/102723446, intron 1 of 3)",7,45977895,45986472,8578,1,"102723446","ENST00000797066.1",-3277,"ENSG00000237471","LOC102723446","uncharacterized LOC102723446","Other intron","LOC102723446","102723446"
"chr2",96305310,96305810,501,"*",5.66750194319651,5.61236271227219,5.72061112433168,-0.0554252176135322,0.904909457168907,0.960923015899512,"Promoter (<=1kb)",2,96274338,96305546,31209,2,"23020","ENST00000323853.10",0,"ENSG00000144028","SNRNP200","small nuclear ribonucleoprotein U5 subunit 200","Promoter (<=1 kb)","SNRNP200","23020"
"chr3",48556984,48557484,501,"*",5.0627857051573,5.17666712636715,4.93913849114374,0.0479973424690162,0.905007580375104,0.960923015899512,"Promoter (<=1kb)",3,48538501,48557017,18517,2,"5210","ENST00000412035.5",0,"ENSG00000114268","PFKFB4","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4","Promoter (<=1 kb)","PFKFB4","5210"
"chr6",159789947,159790447,501,"*",4.76954128188261,4.71328812172398,4.82368310194765,-0.0551279632075816,0.905446518026684,0.960923015899512,"Promoter (<=1kb)",6,159790467,159798429,7963,1,"29074","ENST00000367034.5",-20,"ENSG00000112110","MRPL18","mitochondrial ribosomal protein L18","Promoter (<=1 kb)","MRPL18","29074"
"chr1",1692609,1693109,501,"*",3.41046257117033,3.32325558156614,3.49269726957928,-0.0519751104808075,0.905450737514252,0.960923015899512,"Promoter (<=1kb)",1,1659529,1692724,33196,2,"728661","ENST00000614300.4",0,"ENSG00000189339","SLC35E2B","solute carrier family 35 member E2B","Promoter (<=1 kb)","SLC35E2B","728661"
"chr6",108294700,108295200,501,"*",5.84812311908305,5.80604123439983,5.88901222959655,-0.0527156958491564,0.906137885065297,0.961335615963249,"Promoter (<=1kb)",6,108294991,108346990,52000,1,"246269","ENST00000430458.1",0,"ENSG00000135537","AFG1L","AFG1 like ATPase","Promoter (<=1 kb)","AFG1L","246269"
"chr7",98629226,98629726,501,"*",4.58536257796395,4.70132911682049,4.45925319285802,0.0467725168879046,0.906442200713164,0.961341925838648,"3' UTR",7,98619667,98627253,7587,1,"4885","ENST00000466102.1",9559,"ENSG00000106236","NPTX2","neuronal pentraxin 2","3' UTR","NPTX2","4885"
"chr7",157336234,157336734,501,"*",5.09789602856621,5.20175810732998,4.98597264337729,0.0481805095453263,0.907056420507606,0.961447430650173,"Promoter (<=1kb)",7,157336966,157386324,49359,1,"10049","ENST00000429029.6",-232,"ENSG00000105993","DNAJB6","DnaJ heat shock protein family (Hsp40) member B6","Promoter (<=1 kb)","DNAJB6","10049"
"chr11",66592514,66593014,501,"*",4.07852614267686,4.19239764559617,3.9548906219559,0.0462042615327375,0.907668776197236,0.961447430650173,"Promoter (<=1kb)",11,66590176,66593063,2888,2,"55231","ENST00000333861.5",49,"ENSG00000182791","CCDC87","coiled-coil domain containing 87","Promoter (<=1 kb)","CCDC87","55231"
"chr4",6673612,6674112,501,"*",4.116853527166,4.22970556315768,3.99441898614254,0.0462590527520061,0.907795296468125,0.961447430650173,"Promoter (<=1kb)",4,6648695,6673896,25202,2,"105374366","ENST00000647523.2",0,"ENSG00000251580","LINC02482","long intergenic non-protein coding RNA 2482","Promoter (<=1 kb)","LINC02482","105374366"
"chr16",2520178,2520678,501,"*",4.84261306706822,4.73609453498117,4.9418048701228,-0.047340042502782,0.908296423749714,0.961447430650173,"Promoter (<=1kb)",16,2520357,2530491,10135,1,"51005","ENST00000568263.5",0,"ENSG00000162066","AMDHD2","amidohydrolase domain containing 2","Promoter (<=1 kb)","AMDHD2","51005"
"chr11",62840882,62841382,501,"*",6.10599349275281,6.05650103261627,6.153844250239,-0.0523729621273551,0.909637621306813,0.961447430650173,"Promoter (<=1kb)",11,62832912,62841809,8898,2,"54663","ENST00000525239.5",427,"ENSG00000133316","WDR74","WD repeat domain 74","Promoter (<=1 kb)","WDR74","54663"
"chr16",67192334,67192834,501,"*",4.15338536382132,4.21958134479635,4.08400539777161,0.0515571475046834,0.910433549198911,0.961494453265252,"Promoter (<=1kb)",16,67192495,67194825,2331,1,"1874","ENST00000564718.1",0,"ENSG00000205250","E2F4","E2F transcription factor 4","Promoter (<=1 kb)","E2F4","1874"
"chr13",51583937,51584437,501,"*",5.94351136310549,5.98714529641179,5.89851646389256,0.0492629407518667,0.912454806365943,0.963079000511928,"Promoter (<=1kb)",13,51584455,51592586,8132,1,"115825","ENST00000612477.1",-18,"ENSG00000139668","WDFY2","WD repeat and FYVE domain containing 2","Promoter (<=1 kb)","WDFY2","115825"
"chr11",12163599,12164099,501,"*",5.0732163815851,5.12172540857157,5.02301937101582,0.050251455528624,0.912958921273788,0.963079000511928,"Promoter (<=1kb)",11,12163683,12163767,85,1,"102466906","ENST00000617177.1",0,"ENSG00000275373","MIR6124","microRNA 6124","Promoter (<=1 kb)","MIR6124","102466906"
"chr11",64317413,64317913,501,"*",6.5703823715684,6.59980172414931,6.54035059101797,0.0417378666116658,0.91351426509459,0.963079000511928,"Promoter (<=1kb)",11,64316460,64317487,1028,2,"51504","ENST00000535750.5",0,"ENSG00000173113","TRMT112","tRNA methyltransferase activator subunit 11-2","Promoter (<=1 kb)","TRMT112","51504"
