GL000194.1	3229	3659	Scramble_H4K16ac_rep1_peak_1	GL000194.1	1633	4194	p53KD_H4K16ac_rep1_peak_3
chr9	43458354	43458852	Scramble_H4K16ac_rep1_peak_11395	chr9	43456936	43458533	p53KD_H4K16ac_rep1_peak_12953
chr9	43459759	43460923	Scramble_H4K16ac_rep1_peak_11395	chr9	43459425	43460948	p53KD_H4K16ac_rep1_peak_12953
chr9	43466365	43467209	Scramble_H4K16ac_rep1_peak_11396	chr9	43465598	43470089	p53KD_H4K16ac_rep1_peak_12955
chr9	43473987	43474291	Scramble_H4K16ac_rep1_peak_11397	chr9	43472048	43482470	p53KD_H4K16ac_rep1_peak_12956
chr9	43475504	43478159	Scramble_H4K16ac_rep1_peak_11398	chr9	43472048	43482470	p53KD_H4K16ac_rep1_peak_12956
chr9	43479606	43479925	Scramble_H4K16ac_rep1_peak_11399	chr9	43472048	43482470	p53KD_H4K16ac_rep1_peak_12956
chr9	43480985	43482444	Scramble_H4K16ac_rep1_peak_11400	chr9	43472048	43482470	p53KD_H4K16ac_rep1_peak_12956
chr9	43490044	43492335	Scramble_H4K16ac_rep1_peak_11401	chr9	43483580	43492676	p53KD_H4K16ac_rep1_peak_12957
chr9	43494756	43494942	Scramble_H4K16ac_rep1_peak_11402	chr9	43493971	43494961	p53KD_H4K16ac_rep1_peak_12958
chr9	43495771	43496297	Scramble_H4K16ac_rep1_peak_11402	chr9	43495896	43497750	p53KD_H4K16ac_rep1_peak_12958
chr9	43500513	43500850	Scramble_H4K16ac_rep1_peak_11403	chr9	43499373	43508006	p53KD_H4K16ac_rep1_peak_12959
chr9	43503532	43503792	Scramble_H4K16ac_rep1_peak_11404	chr9	43499373	43508006	p53KD_H4K16ac_rep1_peak_12959
chr9	43505337	43505734	Scramble_H4K16ac_rep1_peak_11405	chr9	43499373	43508006	p53KD_H4K16ac_rep1_peak_12959
chr9	43509516	43509986	Scramble_H4K16ac_rep1_peak_11406	chr9	43508832	43510566	p53KD_H4K16ac_rep1_peak_12960
chr9	43512154	43513937	Scramble_H4K16ac_rep1_peak_11407	chr9	43511740	43514285	p53KD_H4K16ac_rep1_peak_12961
chr9	43515609	43516870	Scramble_H4K16ac_rep1_peak_11408	chr9	43515518	43525544	p53KD_H4K16ac_rep1_peak_12962
chr9	43518910	43520137	Scramble_H4K16ac_rep1_peak_11409	chr9	43515518	43525544	p53KD_H4K16ac_rep1_peak_12962
chr9	43523526	43525465	Scramble_H4K16ac_rep1_peak_11410	chr9	43515518	43525544	p53KD_H4K16ac_rep1_peak_12962
chr9	43527571	43529021	Scramble_H4K16ac_rep1_peak_11411	chr9	43527440	43534049	p53KD_H4K16ac_rep1_peak_12963
chr9	43531736	43533766	Scramble_H4K16ac_rep1_peak_11412	chr9	43527440	43534049	p53KD_H4K16ac_rep1_peak_12963
chr9	43539704	43541019	Scramble_H4K16ac_rep1_peak_11414	chr9	43538411	43546605	p53KD_H4K16ac_rep1_peak_12964
chr9	43545055	43545686	Scramble_H4K16ac_rep1_peak_11415	chr9	43538411	43546605	p53KD_H4K16ac_rep1_peak_12964
chr9	43551019	43553261	Scramble_H4K16ac_rep1_peak_11416	chr9	43547425	43555412	p53KD_H4K16ac_rep1_peak_12964
chr9	43554894	43555339	Scramble_H4K16ac_rep1_peak_11417	chr9	43547425	43555412	p53KD_H4K16ac_rep1_peak_12964
chr9	43558007	43559879	Scramble_H4K16ac_rep1_peak_11418	chr9	43557967	43568023	p53KD_H4K16ac_rep1_peak_12965
chr9	43562199	43562516	Scramble_H4K16ac_rep1_peak_11419	chr9	43557967	43568023	p53KD_H4K16ac_rep1_peak_12965
chr9	43563660	43565720	Scramble_H4K16ac_rep1_peak_11420	chr9	43557967	43568023	p53KD_H4K16ac_rep1_peak_12965
chr9	43567660	43568065	Scramble_H4K16ac_rep1_peak_11421	chr9	43557967	43568023	p53KD_H4K16ac_rep1_peak_12965
chr9	43570387	43571947	Scramble_H4K16ac_rep1_peak_11422	chr9	43569283	43575402	p53KD_H4K16ac_rep1_peak_12966
chr9	43573064	43575066	Scramble_H4K16ac_rep1_peak_11422	chr9	43569283	43575402	p53KD_H4K16ac_rep1_peak_12966
chr9	43578776	43581042	Scramble_H4K16ac_rep1_peak_11423	chr9	43576882	43579099	p53KD_H4K16ac_rep1_peak_12967
chr9	43578776	43581042	Scramble_H4K16ac_rep1_peak_11423	chr9	43579928	43581782	p53KD_H4K16ac_rep1_peak_12968
chr9	43583412	43583606	Scramble_H4K16ac_rep1_peak_11424	chr9	43583342	43584427	p53KD_H4K16ac_rep1_peak_12968
chr9	43585655	43586599	Scramble_H4K16ac_rep1_peak_11425	chr9	43585507	43588231	p53KD_H4K16ac_rep1_peak_12968
chr9	43592136	43594220	Scramble_H4K16ac_rep1_peak_11426	chr9	43590665	43598675	p53KD_H4K16ac_rep1_peak_12970
chr9	43595435	43595906	Scramble_H4K16ac_rep1_peak_11427	chr9	43590665	43598675	p53KD_H4K16ac_rep1_peak_12970
chr9	43601614	43601735	Scramble_H4K16ac_rep1_peak_11428	chr9	43599687	43603590	p53KD_H4K16ac_rep1_peak_12971
chr9	43602643	43603120	Scramble_H4K16ac_rep1_peak_11428	chr9	43599687	43603590	p53KD_H4K16ac_rep1_peak_12971
chr9	43604315	43605175	Scramble_H4K16ac_rep1_peak_11428	chr9	43604445	43618582	p53KD_H4K16ac_rep1_peak_12971
chr9	43607750	43608358	Scramble_H4K16ac_rep1_peak_11429	chr9	43604445	43618582	p53KD_H4K16ac_rep1_peak_12971
chr9	43610938	43614350	Scramble_H4K16ac_rep1_peak_11430	chr9	43604445	43618582	p53KD_H4K16ac_rep1_peak_12971
chr9	43615190	43618347	Scramble_H4K16ac_rep1_peak_11430	chr9	43604445	43618582	p53KD_H4K16ac_rep1_peak_12971
chr9	43625466	43628047	Scramble_H4K16ac_rep1_peak_11431	chr9	43625275	43630142	p53KD_H4K16ac_rep1_peak_12974
chr9	43632140	43632209	Scramble_H4K16ac_rep1_peak_11432	chr9	43631040	43637334	p53KD_H4K16ac_rep1_peak_12975
chr9	43635774	43641618	Scramble_H4K16ac_rep1_peak_11433	chr9	43631040	43637334	p53KD_H4K16ac_rep1_peak_12975
chr9	43635774	43641618	Scramble_H4K16ac_rep1_peak_11433	chr9	43638348	43639193	p53KD_H4K16ac_rep1_peak_12976
chr9	43635774	43641618	Scramble_H4K16ac_rep1_peak_11433	chr9	43640083	43646682	p53KD_H4K16ac_rep1_peak_12976
chr9	43642709	43643516	Scramble_H4K16ac_rep1_peak_11433	chr9	43640083	43646682	p53KD_H4K16ac_rep1_peak_12976
chr9	43645315	43645475	Scramble_H4K16ac_rep1_peak_11434	chr9	43640083	43646682	p53KD_H4K16ac_rep1_peak_12976
chr9	43649248	43649565	Scramble_H4K16ac_rep1_peak_11435	chr9	43647670	43649879	p53KD_H4K16ac_rep1_peak_12976
chr9	43652432	43653945	Scramble_H4K16ac_rep1_peak_11436	chr9	43651736	43653988	p53KD_H4K16ac_rep1_peak_12977
chr9	43657888	43661687	Scramble_H4K16ac_rep1_peak_11437	chr9	43656050	43661962	p53KD_H4K16ac_rep1_peak_12978
chr9	43664160	43666627	Scramble_H4K16ac_rep1_peak_11438	chr9	43664112	43668820	p53KD_H4K16ac_rep1_peak_12979
chr9	43669737	43670272	Scramble_H4K16ac_rep1_peak_11439	chr9	43669693	43670407	p53KD_H4K16ac_rep1_peak_12980
chr9	43675480	43676057	Scramble_H4K16ac_rep1_peak_11440	chr9	43674674	43676433	p53KD_H4K16ac_rep1_peak_12981
chr9	43677735	43678783	Scramble_H4K16ac_rep1_peak_11441	chr9	43677766	43683049	p53KD_H4K16ac_rep1_peak_12982
chr9	43680066	43681085	Scramble_H4K16ac_rep1_peak_11442	chr9	43677766	43683049	p53KD_H4K16ac_rep1_peak_12982
chr9	43684113	43684496	Scramble_H4K16ac_rep1_peak_11443	chr9	43683987	43689046	p53KD_H4K16ac_rep1_peak_12982
chr9	43686190	43686985	Scramble_H4K16ac_rep1_peak_11444	chr9	43683987	43689046	p53KD_H4K16ac_rep1_peak_12982
chr9	43690998	43691881	Scramble_H4K16ac_rep1_peak_11445	chr9	43690499	43692371	p53KD_H4K16ac_rep1_peak_12983
chr9	43693394	43694210	Scramble_H4K16ac_rep1_peak_11446	chr9	43693196	43697307	p53KD_H4K16ac_rep1_peak_12983
chr9	43695763	43696911	Scramble_H4K16ac_rep1_peak_11447	chr9	43693196	43697307	p53KD_H4K16ac_rep1_peak_12983
chr9	43700320	43703660	Scramble_H4K16ac_rep1_peak_11448	chr9	43700219	43704063	p53KD_H4K16ac_rep1_peak_12984
chr9	43711575	43712827	Scramble_H4K16ac_rep1_peak_11449	chr9	43707575	43715178	p53KD_H4K16ac_rep1_peak_12986
chr9	43719941	43722284	Scramble_H4K16ac_rep1_peak_11450	chr9	43719227	43723544	p53KD_H4K16ac_rep1_peak_12988
chr9	43726368	43727245	Scramble_H4K16ac_rep1_peak_11451	chr9	43725905	43731556	p53KD_H4K16ac_rep1_peak_12989
chr9	43729011	43730873	Scramble_H4K16ac_rep1_peak_11452	chr9	43725905	43731556	p53KD_H4K16ac_rep1_peak_12989
chr9	43734844	43737341	Scramble_H4K16ac_rep1_peak_11453	chr9	43734344	43738094	p53KD_H4K16ac_rep1_peak_12989
chr9	43741866	43743668	Scramble_H4K16ac_rep1_peak_11454	chr9	43742377	43753376	p53KD_H4K16ac_rep1_peak_12991
chr9	43744722	43748665	Scramble_H4K16ac_rep1_peak_11454	chr9	43742377	43753376	p53KD_H4K16ac_rep1_peak_12991
chr9	43750167	43752662	Scramble_H4K16ac_rep1_peak_11454	chr9	43742377	43753376	p53KD_H4K16ac_rep1_peak_12991
chr9	43756049	43757276	Scramble_H4K16ac_rep1_peak_11455	chr9	43754850	43761493	p53KD_H4K16ac_rep1_peak_12991
chr9	43760820	43762212	Scramble_H4K16ac_rep1_peak_11456	chr9	43754850	43761493	p53KD_H4K16ac_rep1_peak_12991
chr9	43767097	43767418	Scramble_H4K16ac_rep1_peak_11457	chr9	43766608	43768093	p53KD_H4K16ac_rep1_peak_12993
chr9	43769891	43771721	Scramble_H4K16ac_rep1_peak_11458	chr9	43769085	43773941	p53KD_H4K16ac_rep1_peak_12994
chr9	43779447	43782673	Scramble_H4K16ac_rep1_peak_11459	chr9	43776636	43784445	p53KD_H4K16ac_rep1_peak_12995
chr9	43784166	43784363	Scramble_H4K16ac_rep1_peak_11459	chr9	43776636	43784445	p53KD_H4K16ac_rep1_peak_12995
chr9	43786668	43787739	Scramble_H4K16ac_rep1_peak_11460	chr9	43786621	43787960	p53KD_H4K16ac_rep1_peak_12995
chr9	43789165	43791340	Scramble_H4K16ac_rep1_peak_11461	chr9	43788917	43792927	p53KD_H4K16ac_rep1_peak_12996
chr9	43795109	43796146	Scramble_H4K16ac_rep1_peak_11462	chr9	43795028	43797593	p53KD_H4K16ac_rep1_peak_12998
chr9	43797486	43797641	Scramble_H4K16ac_rep1_peak_11463	chr9	43795028	43797593	p53KD_H4K16ac_rep1_peak_12998
chr9	43801533	43802718	Scramble_H4K16ac_rep1_peak_11464	chr9	43800779	43802747	p53KD_H4K16ac_rep1_peak_12999
chr9	43805644	43806815	Scramble_H4K16ac_rep1_peak_11465	chr9	43803971	43813572	p53KD_H4K16ac_rep1_peak_13000
chr9	43808044	43808781	Scramble_H4K16ac_rep1_peak_11465	chr9	43803971	43813572	p53KD_H4K16ac_rep1_peak_13000
chr9	43809735	43811794	Scramble_H4K16ac_rep1_peak_11465	chr9	43803971	43813572	p53KD_H4K16ac_rep1_peak_13000
chr9	43815282	43819436	Scramble_H4K16ac_rep1_peak_11466	chr9	43815070	43821452	p53KD_H4K16ac_rep1_peak_13000
chr9	43820839	43821323	Scramble_H4K16ac_rep1_peak_11467	chr9	43815070	43821452	p53KD_H4K16ac_rep1_peak_13000
chr9	43822538	43825358	Scramble_H4K16ac_rep1_peak_11468	chr9	43822382	43833815	p53KD_H4K16ac_rep1_peak_13000
chr9	43826502	43830029	Scramble_H4K16ac_rep1_peak_11469	chr9	43822382	43833815	p53KD_H4K16ac_rep1_peak_13000
chr9	43831933	43833735	Scramble_H4K16ac_rep1_peak_11470	chr9	43822382	43833815	p53KD_H4K16ac_rep1_peak_13000
chr9	43835089	43837746	Scramble_H4K16ac_rep1_peak_11471	chr9	43834996	43839870	p53KD_H4K16ac_rep1_peak_13001
chr9	43843221	43850395	Scramble_H4K16ac_rep1_peak_11472	chr9	43845423	43855253	p53KD_H4K16ac_rep1_peak_13001
chr9	43843221	43850395	Scramble_H4K16ac_rep1_peak_11472	chr9	43840729	43844426	p53KD_H4K16ac_rep1_peak_13001
chr9	43852498	43855164	Scramble_H4K16ac_rep1_peak_11473	chr9	43845423	43855253	p53KD_H4K16ac_rep1_peak_13001
chr9	43858020	43858558	Scramble_H4K16ac_rep1_peak_11474	chr9	43858053	43858788	p53KD_H4K16ac_rep1_peak_13003
chr9	43865680	43866390	Scramble_H4K16ac_rep1_peak_11475	chr9	43863828	43879314	p53KD_H4K16ac_rep1_peak_13005
chr9	43868314	43870819	Scramble_H4K16ac_rep1_peak_11476	chr9	43863828	43879314	p53KD_H4K16ac_rep1_peak_13005
chr9	43874414	43875003	Scramble_H4K16ac_rep1_peak_11477	chr9	43863828	43879314	p53KD_H4K16ac_rep1_peak_13005
chr9	43876418	43877405	Scramble_H4K16ac_rep1_peak_11478	chr9	43863828	43879314	p53KD_H4K16ac_rep1_peak_13005
chr9	43883584	43884391	Scramble_H4K16ac_rep1_peak_11479	chr9	43883334	43884822	p53KD_H4K16ac_rep1_peak_13007
chr9	43885820	43886115	Scramble_H4K16ac_rep1_peak_11480	chr9	43885811	43912045	p53KD_H4K16ac_rep1_peak_13007
chr9	43886971	43891139	Scramble_H4K16ac_rep1_peak_11480	chr9	43885811	43912045	p53KD_H4K16ac_rep1_peak_13007
chr9	43897644	43897931	Scramble_H4K16ac_rep1_peak_11481	chr9	43885811	43912045	p53KD_H4K16ac_rep1_peak_13007
chr9	43899452	43902238	Scramble_H4K16ac_rep1_peak_11482	chr9	43885811	43912045	p53KD_H4K16ac_rep1_peak_13007
chr9	43903750	43904535	Scramble_H4K16ac_rep1_peak_11483	chr9	43885811	43912045	p53KD_H4K16ac_rep1_peak_13007
chr9	43905437	43906598	Scramble_H4K16ac_rep1_peak_11483	chr9	43885811	43912045	p53KD_H4K16ac_rep1_peak_13007
chr9	43907986	43911125	Scramble_H4K16ac_rep1_peak_11484	chr9	43885811	43912045	p53KD_H4K16ac_rep1_peak_13007
chr9	43922937	43923448	Scramble_H4K16ac_rep1_peak_11485	chr9	43922306	43939083	p53KD_H4K16ac_rep1_peak_13010
chr9	43924754	43930308	Scramble_H4K16ac_rep1_peak_11486	chr9	43922306	43939083	p53KD_H4K16ac_rep1_peak_13010
chr9	43932409	43934506	Scramble_H4K16ac_rep1_peak_11487	chr9	43922306	43939083	p53KD_H4K16ac_rep1_peak_13010
chr9	43935961	43936433	Scramble_H4K16ac_rep1_peak_11488	chr9	43922306	43939083	p53KD_H4K16ac_rep1_peak_13010
chr9	43942876	43943525	Scramble_H4K16ac_rep1_peak_11489	chr9	43941887	43944030	p53KD_H4K16ac_rep1_peak_13012
chr9	43945725	43946459	Scramble_H4K16ac_rep1_peak_11490	chr9	43945107	43946611	p53KD_H4K16ac_rep1_peak_13012
chr9	43953707	43955713	Scramble_H4K16ac_rep1_peak_11491	chr9	43950801	43959377	p53KD_H4K16ac_rep1_peak_13013
chr9	43957299	43957537	Scramble_H4K16ac_rep1_peak_11492	chr9	43950801	43959377	p53KD_H4K16ac_rep1_peak_13013
chr9	43959035	43959292	Scramble_H4K16ac_rep1_peak_11493	chr9	43950801	43959377	p53KD_H4K16ac_rep1_peak_13013
chr9	43960511	43960774	Scramble_H4K16ac_rep1_peak_11494	chr9	43960466	43967116	p53KD_H4K16ac_rep1_peak_13013
chr9	43962305	43962411	Scramble_H4K16ac_rep1_peak_11495	chr9	43960466	43967116	p53KD_H4K16ac_rep1_peak_13013
chr9	43966767	43967137	Scramble_H4K16ac_rep1_peak_11496	chr9	43960466	43967116	p53KD_H4K16ac_rep1_peak_13013
chr9	43968247	43971636	Scramble_H4K16ac_rep1_peak_11497	chr9	43968120	43972156	p53KD_H4K16ac_rep1_peak_13013
chr9	43973909	43978106	Scramble_H4K16ac_rep1_peak_11498	chr9	43974113	43992694	p53KD_H4K16ac_rep1_peak_13014
chr9	43981509	43981794	Scramble_H4K16ac_rep1_peak_11499	chr9	43974113	43992694	p53KD_H4K16ac_rep1_peak_13014
chr9	43983358	43986083	Scramble_H4K16ac_rep1_peak_11500	chr9	43974113	43992694	p53KD_H4K16ac_rep1_peak_13014
chr9	43988966	43990701	Scramble_H4K16ac_rep1_peak_11501	chr9	43974113	43992694	p53KD_H4K16ac_rep1_peak_13014
chr9	43994550	43995592	Scramble_H4K16ac_rep1_peak_11502	chr9	43993560	43998521	p53KD_H4K16ac_rep1_peak_13015
chr9	44000921	44006953	Scramble_H4K16ac_rep1_peak_11503	chr9	44000833	44013650	p53KD_H4K16ac_rep1_peak_13016
chr9	44008918	44009711	Scramble_H4K16ac_rep1_peak_11504	chr9	44000833	44013650	p53KD_H4K16ac_rep1_peak_13016
chr9	44015312	44018434	Scramble_H4K16ac_rep1_peak_11505	chr9	44015121	44018789	p53KD_H4K16ac_rep1_peak_13017
chr9	44020837	44022690	Scramble_H4K16ac_rep1_peak_11506	chr9	44019861	44022598	p53KD_H4K16ac_rep1_peak_13018
chr9	44023996	44026013	Scramble_H4K16ac_rep1_peak_11507	chr9	44023477	44026089	p53KD_H4K16ac_rep1_peak_13019
chr9	44027957	44031907	Scramble_H4K16ac_rep1_peak_11508	chr9	44027803	44042073	p53KD_H4K16ac_rep1_peak_13020
chr9	44033619	44034573	Scramble_H4K16ac_rep1_peak_11509	chr9	44027803	44042073	p53KD_H4K16ac_rep1_peak_13020
chr9	44037445	44040957	Scramble_H4K16ac_rep1_peak_11510	chr9	44027803	44042073	p53KD_H4K16ac_rep1_peak_13020
chr9	44044281	44046611	Scramble_H4K16ac_rep1_peak_11511	chr9	44043698	44049190	p53KD_H4K16ac_rep1_peak_13020
chr9	44047903	44049185	Scramble_H4K16ac_rep1_peak_11512	chr9	44043698	44049190	p53KD_H4K16ac_rep1_peak_13020
chr9	44053342	44054976	Scramble_H4K16ac_rep1_peak_11513	chr9	44050251	44055445	p53KD_H4K16ac_rep1_peak_13021
chr9	44056652	44058111	Scramble_H4K16ac_rep1_peak_11514	chr9	44056665	44059714	p53KD_H4K16ac_rep1_peak_13022
chr9	44062971	44066340	Scramble_H4K16ac_rep1_peak_11516	chr9	44061213	44067848	p53KD_H4K16ac_rep1_peak_13023
chr9	44069681	44072969	Scramble_H4K16ac_rep1_peak_11517	chr9	44069432	44078295	p53KD_H4K16ac_rep1_peak_13024
chr9	44074216	44075903	Scramble_H4K16ac_rep1_peak_11518	chr9	44069432	44078295	p53KD_H4K16ac_rep1_peak_13024
chr9	44081908	44082347	Scramble_H4K16ac_rep1_peak_11519	chr9	44080754	44087515	p53KD_H4K16ac_rep1_peak_13025
chr9	44084872	44086436	Scramble_H4K16ac_rep1_peak_11520	chr9	44080754	44087515	p53KD_H4K16ac_rep1_peak_13025
chr9	44090244	44090599	Scramble_H4K16ac_rep1_peak_11521	chr9	44090500	44093184	p53KD_H4K16ac_rep1_peak_13026
chr9	44094888	44096299	Scramble_H4K16ac_rep1_peak_11523	chr9	44094046	44096570	p53KD_H4K16ac_rep1_peak_13026
chr9	44097682	44099066	Scramble_H4K16ac_rep1_peak_11524	chr9	44097497	44099325	p53KD_H4K16ac_rep1_peak_13026
chr9	44103014	44106935	Scramble_H4K16ac_rep1_peak_11525	chr9	44102077	44112210	p53KD_H4K16ac_rep1_peak_13027
chr9	44109814	44111479	Scramble_H4K16ac_rep1_peak_11526	chr9	44102077	44112210	p53KD_H4K16ac_rep1_peak_13027
chr9	44113237	44113551	Scramble_H4K16ac_rep1_peak_11527	chr9	44113167	44115315	p53KD_H4K16ac_rep1_peak_13027
chr9	44117567	44119245	Scramble_H4K16ac_rep1_peak_11528	chr9	44116587	44117788	p53KD_H4K16ac_rep1_peak_13028
chr9	44117567	44119245	Scramble_H4K16ac_rep1_peak_11528	chr9	44118754	44124310	p53KD_H4K16ac_rep1_peak_13028
chr9	44121260	44122317	Scramble_H4K16ac_rep1_peak_11529	chr9	44118754	44124310	p53KD_H4K16ac_rep1_peak_13028
chr9	44126542	44127087	Scramble_H4K16ac_rep1_peak_11530	chr9	44125147	44126736	p53KD_H4K16ac_rep1_peak_13028
chr9	44132695	44133844	Scramble_H4K16ac_rep1_peak_11531	chr9	44130748	44133719	p53KD_H4K16ac_rep1_peak_13029
chr9	44134904	44135775	Scramble_H4K16ac_rep1_peak_11532	chr9	44134573	44137944	p53KD_H4K16ac_rep1_peak_13029
chr9	44136826	44137472	Scramble_H4K16ac_rep1_peak_11533	chr9	44134573	44137944	p53KD_H4K16ac_rep1_peak_13029
chr9	44142732	44142970	Scramble_H4K16ac_rep1_peak_11534	chr9	44142591	44147728	p53KD_H4K16ac_rep1_peak_13030
chr9	44145164	44147241	Scramble_H4K16ac_rep1_peak_11535	chr9	44142591	44147728	p53KD_H4K16ac_rep1_peak_13030
chr9	44149188	44150849	Scramble_H4K16ac_rep1_peak_11536	chr9	44148618	44151499	p53KD_H4K16ac_rep1_peak_13031
chr9	44152690	44153249	Scramble_H4K16ac_rep1_peak_11537	chr9	44152656	44153376	p53KD_H4K16ac_rep1_peak_13031
chr9	44158580	44159517	Scramble_H4K16ac_rep1_peak_11538	chr9	44158427	44158988	p53KD_H4K16ac_rep1_peak_13033
chr9	44163393	44166332	Scramble_H4K16ac_rep1_peak_11539	chr9	44162860	44166435	p53KD_H4K16ac_rep1_peak_13034
chr9	44172905	44174354	Scramble_H4K16ac_rep1_peak_11540	chr9	44172943	44174273	p53KD_H4K16ac_rep1_peak_13036
chr9	44177692	44178736	Scramble_H4K16ac_rep1_peak_11541	chr9	44176082	44182006	p53KD_H4K16ac_rep1_peak_13036
chr9	44184133	44185569	Scramble_H4K16ac_rep1_peak_11542	chr9	44183625	44186071	p53KD_H4K16ac_rep1_peak_13037
chr9	44192003	44192303	Scramble_H4K16ac_rep1_peak_11543	chr9	44188023	44200914	p53KD_H4K16ac_rep1_peak_13038
chr9	44193517	44195557	Scramble_H4K16ac_rep1_peak_11544	chr9	44188023	44200914	p53KD_H4K16ac_rep1_peak_13038
chr9	44197076	44200434	Scramble_H4K16ac_rep1_peak_11545	chr9	44188023	44200914	p53KD_H4K16ac_rep1_peak_13038
chr9	44204796	44207312	Scramble_H4K16ac_rep1_peak_11546	chr9	44203806	44219068	p53KD_H4K16ac_rep1_peak_13039
chr9	44210582	44216105	Scramble_H4K16ac_rep1_peak_11547	chr9	44203806	44219068	p53KD_H4K16ac_rep1_peak_13039
chr9	44222232	44222327	Scramble_H4K16ac_rep1_peak_11548	chr9	44220266	44222682	p53KD_H4K16ac_rep1_peak_13039
chr9	44226305	44227538	Scramble_H4K16ac_rep1_peak_11549	chr9	44225356	44226691	p53KD_H4K16ac_rep1_peak_13040
chr9	44228344	44228493	Scramble_H4K16ac_rep1_peak_11549	chr9	44228397	44230545	p53KD_H4K16ac_rep1_peak_13041
chr9	44233696	44237612	Scramble_H4K16ac_rep1_peak_11550	chr9	44233215	44239275	p53KD_H4K16ac_rep1_peak_13042
chr9	44238525	44239264	Scramble_H4K16ac_rep1_peak_11550	chr9	44233215	44239275	p53KD_H4K16ac_rep1_peak_13042
chr9	44241380	44242630	Scramble_H4K16ac_rep1_peak_11551	chr9	44241491	44245377	p53KD_H4K16ac_rep1_peak_13043
chr9	44246928	44248018	Scramble_H4K16ac_rep1_peak_11553	chr9	44246419	44250485	p53KD_H4K16ac_rep1_peak_13044
chr9	44252649	44253778	Scramble_H4K16ac_rep1_peak_11554	chr9	44251471	44258269	p53KD_H4K16ac_rep1_peak_13045
chr9	44255660	44258209	Scramble_H4K16ac_rep1_peak_11555	chr9	44251471	44258269	p53KD_H4K16ac_rep1_peak_13045
chr9	44260897	44261105	Scramble_H4K16ac_rep1_peak_11556	chr9	44259614	44265959	p53KD_H4K16ac_rep1_peak_13046
chr9	44262541	44263198	Scramble_H4K16ac_rep1_peak_11556	chr9	44259614	44265959	p53KD_H4K16ac_rep1_peak_13046
chr9	44264278	44264484	Scramble_H4K16ac_rep1_peak_11557	chr9	44259614	44265959	p53KD_H4K16ac_rep1_peak_13046
chr9	44265559	44266216	Scramble_H4K16ac_rep1_peak_11557	chr9	44259614	44265959	p53KD_H4K16ac_rep1_peak_13046
chr9	44269411	44271832	Scramble_H4K16ac_rep1_peak_11558	chr9	44268390	44273487	p53KD_H4K16ac_rep1_peak_13047
chr9	44275435	44276458	Scramble_H4K16ac_rep1_peak_11559	chr9	44275285	44279546	p53KD_H4K16ac_rep1_peak_13048
chr9	44279195	44279373	Scramble_H4K16ac_rep1_peak_11560	chr9	44275285	44279546	p53KD_H4K16ac_rep1_peak_13048
chr9	44281003	44284668	Scramble_H4K16ac_rep1_peak_11561	chr9	44281137	44289233	p53KD_H4K16ac_rep1_peak_13049
chr9	44286099	44287715	Scramble_H4K16ac_rep1_peak_11562	chr9	44281137	44289233	p53KD_H4K16ac_rep1_peak_13049
chr9	44291149	44291646	Scramble_H4K16ac_rep1_peak_11563	chr9	44290454	44296803	p53KD_H4K16ac_rep1_peak_13050
chr9	44294116	44296782	Scramble_H4K16ac_rep1_peak_11564	chr9	44290454	44296803	p53KD_H4K16ac_rep1_peak_13050
chr9	44300205	44300896	Scramble_H4K16ac_rep1_peak_11566	chr9	44300211	44302217	p53KD_H4K16ac_rep1_peak_13051
chr9	44303903	44304422	Scramble_H4K16ac_rep1_peak_11567	chr9	44303407	44305147	p53KD_H4K16ac_rep1_peak_13052
chr9	44307401	44312210	Scramble_H4K16ac_rep1_peak_11568	chr9	44306102	44312208	p53KD_H4K16ac_rep1_peak_13053
chr9	44318273	44319777	Scramble_H4K16ac_rep1_peak_11569	chr9	44318239	44321766	p53KD_H4K16ac_rep1_peak_13054
chr9	44323093	44324030	Scramble_H4K16ac_rep1_peak_11570	chr9	44322658	44331992	p53KD_H4K16ac_rep1_peak_13055
chr9	44325326	44331732	Scramble_H4K16ac_rep1_peak_11571	chr9	44322658	44331992	p53KD_H4K16ac_rep1_peak_13055
chr9	44333557	44336669	Scramble_H4K16ac_rep1_peak_11572	chr9	44333575	44338151	p53KD_H4K16ac_rep1_peak_13055
chr9	44342482	44345374	Scramble_H4K16ac_rep1_peak_11573	chr9	44342327	44368669	p53KD_H4K16ac_rep1_peak_13058
chr9	44346830	44347664	Scramble_H4K16ac_rep1_peak_11574	chr9	44342327	44368669	p53KD_H4K16ac_rep1_peak_13058
chr9	44350765	44352015	Scramble_H4K16ac_rep1_peak_11575	chr9	44342327	44368669	p53KD_H4K16ac_rep1_peak_13058
chr9	44353958	44356944	Scramble_H4K16ac_rep1_peak_11576	chr9	44342327	44368669	p53KD_H4K16ac_rep1_peak_13058
chr9	44359203	44361992	Scramble_H4K16ac_rep1_peak_11577	chr9	44342327	44368669	p53KD_H4K16ac_rep1_peak_13058
chr9	44363540	44368586	Scramble_H4K16ac_rep1_peak_11578	chr9	44342327	44368669	p53KD_H4K16ac_rep1_peak_13058
chr9	44373603	44374676	Scramble_H4K16ac_rep1_peak_11579	chr9	44371866	44384537	p53KD_H4K16ac_rep1_peak_13059
chr9	44376313	44381685	Scramble_H4K16ac_rep1_peak_11579	chr9	44371866	44384537	p53KD_H4K16ac_rep1_peak_13059
