gene_id,Gene,chr,tss
ENSG00000164695.6,CHMP4C,chr8,81732447
ENSG00000158711.16,ELK4,chr1,205634519
ENSG00000144306.17,SCRN3,chr2,174395723
ENSG00000104419.18,NDRG1,chr8,133302021
ENSG00000143374.20,TARS2,chr1,150487324
ENSG00000179021.12,C3orf38,chr3,88149646
ENSG00000146729.12,NIPSNAP2,chr7,55951792
ENSG00000015568.15,RGPD5,chr2,109792757
ENSG00000114124.3,GRK7,chr3,141763407
ENSG00000169885.11,CALML6,chr1,1915080
ENSG00000196866.3,H2AC7,chr6,26199292
ENSG00000282988.2,ENSG00000282988,chr6,26199292
ENSG00000155903.16,RASA2,chr3,141486966
ENSG00000143437.23,ARNT,chr1,150876770
ENSG00000170266.17,GLB1,chr3,33097435
ENSG00000037474.17,NSUN2,chr5,6633331
ENSG00000183396.4,TMEM89,chr3,48621768
ENSG00000106299.10,WASL,chr7,123749180
ENSG00000174721.11,FGFBP3,chr10,91909505
ENSG00000205413.9,SAMD9,chr7,93118041
ENSG00000168917.11,SLC35G2,chr3,136818462
ENSG00000161267.14,BDH1,chr3,197573439
ENSG00000163362.13,INAVA,chr1,200890994
ENSG00000289346.1,ENSG00000289346,chr7,74890584
ENSG00000162402.17,USP24,chr1,55215752
ENSG00000285269.2,ENSG00000285269,chr9,96352057
ENSG00000258677.2,ENSG00000258677,chr8,73878853
ENSG00000143614.13,GATAD2B,chr1,153923359
ENSG00000169241.21,SLC50A1,chr1,155135343
ENSG00000079393.23,DUSP13B,chr10,75106498
ENSG00000158315.13,RHBDL2,chr1,38941844
ENSG00000109805.12,NCAPG,chr4,17810843
ENSG00000163159.17,VPS72,chr1,151195320
ENSG00000186577.16,SMIM29,chr6,34249112
ENSG00000183770.7,FOXL2,chr3,138947136
ENSG00000065371.19,ROPN1,chr3,123992177
ENSG00000188739.17,RBM34,chr1,235161626
ENSG00000116984.17,MTR,chr1,236795259
ENSG00000143479.19,DYRK3,chr1,206635517
ENSG00000146223.18,RPL7L1,chr6,42879601
ENSG00000117477.15,CCDC181,chr1,169460668
ENSG00000137166.20,FOXP4,chr6,41546340
ENSG00000198890.9,PRMT6,chr1,107056673
ENSG00000117281.18,CD160,chr1,145719442
ENSG00000180758.14,GPR157,chr1,9129199
ENSG00000183607.12,GKN2,chr2,68953027
ENSG00000153246.15,PLA2R1,chr2,160062905
ENSG00000153140.11,CETN3,chr5,90409792
ENSG00000147454.15,SLC25A37,chr8,23528858
ENSG00000143320.11,CRABP2,chr1,156708093
ENSG00000146281.8,PM20D2,chr6,89145998
ENSG00000107099.19,DOCK8,chr9,214675
ENSG00000143315.8,PIGM,chr1,160031989
ENSG00000204406.14,MBD5,chr2,148021010
ENSG00000164049.14,FBXW12,chr3,48372218
ENSG00000117632.25,STMN1,chr1,25908469
ENSG00000168509.22,HJV,chr1,146036745
ENSG00000117480.18,FAAH,chr1,46394264
ENSG00000107262.27,BAG1,chr9,33264719
ENSG00000170502.15,NUDT9,chr4,87422572
ENSG00000174574.18,AKIRIN1,chr1,38991253
ENSG00000117601.17,SERPINC1,chr1,173917542
ENSG00000160563.16,MED27,chr9,132079895
ENSG00000109685.21,NSD2,chr4,1870558
ENSG00000116266.13,STXBP3,chr1,108746605
ENSG00000166343.11,MSS51,chr10,73433566
ENSG00000085276.20,MECOM,chr3,169663774
ENSG00000138663.11,COPS4,chr4,83034446
ENSG00000205808.7,PLPP6,chr9,4662293
ENSG00000172469.19,MANEA,chr6,95577465
ENSG00000118491.11,ZC2HC1B,chr6,143864435
ENSG00000138750.18,NUP54,chr4,76148508
ENSG00000214402.8,LCNL1,chr9,136981903
ENSG00000137273.7,FOXF2,chr6,1389554
ENSG00000260097.3,SPDYE6,chr7,102356443
ENSG00000096070.21,BRPF3,chr6,36196005
ENSG00000117481.14,NSUN4,chr1,46340690
ENSG00000055211.16,GINM1,chr6,149566189
ENSG00000113269.16,RNF130,chr5,180072150
ENSG00000144674.21,GOLGA4,chr3,37243183
ENSG00000127952.19,STYXL1,chr7,76048808
ENSG00000187942.12,LDLRAD2,chr1,21812264
ENSG00000155975.12,VPS37A,chr8,17246895
ENSG00000117724.16,CENPF,chr1,214603171
ENSG00000143393.19,PI4KB,chr1,151328393
ENSG00000138769.13,CDKL2,chr4,75630715
ENSG00000143549.24,TPM3,chr1,154194647
ENSG00000026751.19,SLAMF7,chr1,160739056
ENSG00000077080.12,ACTL6B,chr7,100656457
ENSG00000145850.10,TIMD4,chr5,156963229
ENSG00000005483.24,KMT2E,chr7,104940942
ENSG00000183696.16,UPP1,chr7,48088597
ENSG00000026025.18,VIM,chr10,17228240
ENSG00000135040.18,NAA35,chr9,85941001
ENSG00000112200.19,ZNF451,chr6,57086843
ENSG00000288643.1,ENSG00000288643,chr5,62306205
ENSG00000293137.4,MSL3B,chr2,233868412
ENSG00000105880.8,DLX5,chr7,97024949
ENSG00000134962.9,KLB,chr4,39406895
ENSG00000068024.20,HDAC4,chr2,239401660
ENSG00000049247.15,UTS2,chr1,7853511
ENSG00000138433.18,CIRSR,chr2,174395711
ENSG00000187954.16,ZFTRAF1,chr8,144462907
ENSG00000006704.13,GTF2IRD1,chr7,74452462
ENSG00000099139.16,PCSK5,chr9,75890638
ENSG00000116406.22,EDEM3,chr1,184754906
ENSG00000003987.16,MTMR7,chr8,17413527
ENSG00000119508.19,NR4A3,chr9,99821846
ENSG00000115468.15,EFHD1,chr2,232606056
ENSG00000172331.14,BPGM,chr7,134646783
ENSG00000107263.21,RAPGEF1,chr9,131740133
ENSG00000056558.13,TRAF1,chr9,120931874
ENSG00000137124.10,ALDH1B1,chr9,38392622
ENSG00000070831.20,CDC42,chr1,22052626
ENSG00000213626.14,LBH,chr2,30231530
ENSG00000116981.6,NT5C1A,chr1,39673327
ENSG00000121039.12,RDH10,chr8,73294242
ENSG00000114735.12,HEMK1,chr3,50567894
ENSG00000179632.13,MAF1,chr8,144103111
ENSG00000095383.21,TBC1D2,chr9,98256426
ENSG00000147588.9,PMP2,chr8,81447517
ENSG00000163682.19,RPL9,chr4,39472423
ENSG00000027697.18,IFNGR1,chr6,137219448
ENSG00000104368.21,PLAT,chr8,42207708
ENSG00000272856.2,SCPPPQ1,chr4,87471049
ENSG00000004866.24,ST7,chr7,116952979
ENSG00000124508.19,BTN2A2,chr6,26383090
ENSG00000188152.14,NUTM2G,chr9,96928309
ENSG00000164306.13,PRIMPOL,chr4,184648460
ENSG00000171492.16,LRRC8D,chr1,89820972
ENSG00000256646.8,ENSG00000256646,chr7,42932213
ENSG00000166295.11,ANAPC16,chr10,72215650
ENSG00000150093.22,ITGB1,chr10,33005791
ENSG00000104522.18,GFUS,chr8,143618047
ENSG00000124783.16,SSR1,chr6,7347445
ENSG00000169717.7,ACTRT2,chr1,3021466
ENSG00000135821.20,GLUL,chr1,182392205
ENSG00000198954.11,KIFBP,chr10,68988731
ENSG00000285978.1,ENSG00000285978,chr5,178729334
ENSG00000070808.19,CAMK2A,chr5,150290323
ENSG00000112130.19,RNF8,chr6,37353969
ENSG00000272410.5,ENSG00000272410,chr3,10249371
ENSG00000147457.16,CHMP7,chr8,23243629
ENSG00000144455.16,SUMF1,chr3,4467277
ENSG00000162702.10,ZNF281,chr1,200410062
ENSG00000162891.12,IL20,chr1,206865620
ENSG00000127191.21,TRAF2,chr9,136881902
ENSG00000206262.11,FOXL2NB,chr3,138947176
ENSG00000071575.13,TRIB2,chr2,12716909
ENSG00000180667.11,YOD1,chr1,207052979
ENSG00000173846.16,PLK3,chr1,44799914
ENSG00000163590.15,PPM1L,chr3,160755525
ENSG00000162980.19,ARL5A,chr2,151828530
ENSG00000116977.21,LGALS8,chr1,236517999
ENSG00000003147.21,ICA1,chr7,8262692
ENSG00000143570.21,SLC39A1,chr1,153968666
ENSG00000179085.10,DPM3,chr1,155140594
ENSG00000236782.10,ZNF593OS,chr1,26171831
ENSG00000221843.7,SPATA31H1,chr2,27537385
ENSG00000164654.18,MIOS,chr7,7566822
ENSG00000105996.8,HOXA2,chr7,27102685
ENSG00000188672.20,RHCE,chr1,25430191
ENSG00000106328.11,FSCN3,chr7,127591408
ENSG00000146701.14,MDH2,chr7,76048036
ENSG00000124767.9,GLO1,chr6,38703177
ENSG00000130222.13,GADD45G,chr9,89604938
ENSG00000142794.21,NBPF3,chr1,21439852
ENSG00000010256.14,UQCRC1,chr3,48610975
ENSG00000113196.5,HAND1,chr5,154478355
ENSG00000131381.15,RBSN,chr3,15099162
ENSG00000122733.14,PHF24,chr9,34957607
ENSG00000163283.7,ALPP,chr2,232378723
ENSG00000006377.11,DLX6,chr7,97005552
ENSG00000115085.18,ZAP70,chr2,97713189
ENSG00000173402.15,DAG1,chr3,49468648
ENSG00000011009.14,LYPLA2,chr1,23791109
ENSG00000119231.13,SENP5,chr3,196867855
ENSG00000265763.6,ZNF488,chr10,47384330
ENSG00000185015.9,CA13,chr8,85220586
ENSG00000158019.23,BABAM2,chr2,27888666
ENSG00000025039.17,RRAGD,chr6,89412734
ENSG00000172340.17,SUCLG2,chr3,67654629
ENSG00000155729.15,KCTD18,chr2,200519783
ENSG00000171450.6,CDK5R2,chr2,218959665
ENSG00000186591.15,UBE2H,chr7,129952987
ENSG00000147439.16,BIN3,chr8,22669147
ENSG00000151612.20,ZNF827,chr4,145939035
ENSG00000197312.14,DDI2,chr1,15617415
ENSG00000182118.10,FAM89A,chr1,231040269
ENSG00000138381.11,ASNSD1,chr2,189661384
ENSG00000286053.3,ASDURF,chr2,189661384
ENSG00000109680.13,TBC1D19,chr4,26576436
ENSG00000144847.15,IGSF11,chr3,119146067
ENSG00000181904.11,C5orf24,chr5,134845679
ENSG00000253250.5,C8orf88,chr8,90985579
ENSG00000137414.9,FAM8A1,chr6,17600275
ENSG00000198380.15,GFPT1,chr2,69387312
ENSG00000188747.11,NOXA1,chr9,137422751
ENSG00000146476.13,DCPH1,chr6,151452257
ENSG00000117450.17,PRDX1,chr1,45542815
ENSG00000128699.17,ORMDL1,chr2,189784394
ENSG00000131019.13,ULBP3,chr6,150069190
ENSG00000288570.1,ENSG00000288570,chr9,130713625
ENSG00000137942.20,FNBP1L,chr1,93448049
ENSG00000230561.8,CCDC192,chr5,127703353
ENSG00000133678.16,TMEM254,chr10,80078640
ENSG00000128607.16,KLHDC10,chr7,130070533
ENSG00000142892.17,PIGK,chr1,77219507
ENSG00000135002.13,RFK,chr9,76394535
ENSG00000171243.9,SOSTDC1,chr7,16530579
ENSG00000134243.14,SORT1,chr1,109397966
ENSG00000065911.14,MTHFD2,chr2,74186171
ENSG00000175984.18,DENND2C,chr1,114670450
ENSG00000147443.15,DOK2,chr8,21913959
ENSG00000133059.20,DSTYK,chr1,205211740
ENSG00000163618.20,CADPS,chr3,62875562
ENSG00000132780.19,NASP,chr1,45583575
ENSG00000137040.11,RANBP6,chr9,6015638
ENSG00000228716.9,DHFR,chr5,80655001
ENSG00000147434.10,CHRNA6,chr8,42796391
ENSG00000173557.16,CIMIP2C,chr2,26562541
ENSG00000198049.8,AVPR1B,chr1,206117698
ENSG00000053328.11,METTL24,chr6,110358501
ENSG00000116350.20,SRSF4,chr1,29181993
ENSG00000197363.13,ZNF517,chr8,144798862
ENSG00000056736.12,IL17RB,chr3,53845672
ENSG00000083099.13,LYRM2,chr6,89638760
ENSG00000163444.14,TMEM183A,chr1,203006597
ENSG00000163625.18,WDFY3,chr4,84966923
ENSG00000078668.16,VDAC3,chr8,42391623
ENSG00000165188.15,RNF183,chr9,113303375
ENSG00000164972.15,SPMIP6,chr9,34397827
ENSG00000172771.14,EFCAB12,chr3,129428644
ENSG00000036828.19,CASR,chr3,122183664
ENSG00000178814.19,OPLAH,chr8,144064090
ENSG00000117360.15,PRPF3,chr1,150321475
ENSG00000267368.3,UPK3BL1,chr7,102642979
ENSG00000173662.22,TAS1R1,chr1,6555302
ENSG00000242950.7,ERVW-1,chr7,92477985
ENSG00000205221.15,VIT,chr2,36696678
ENSG00000109255.13,NMU,chr4,55636799
ENSG00000148334.18,PTGES2,chr9,128128461
ENSG00000261793.1,ENSG00000261793,chr9,137171983
ENSG00000112592.17,TBP,chr6,170554265
ENSG00000156831.11,NSMCE2,chr8,125091672
ENSG00000181467.5,RAP2B,chr3,153162225
ENSG00000179915.26,NRXN1,chr2,51225574
ENSG00000248487.12,ABHD14A,chr3,51971425
ENSG00000285000.1,ENSG00000285000,chr5,77030901
ENSG00000075975.19,MKRN2,chr3,12557010
ENSG00000274810.4,NPHP3-ACAD11,chr3,132722458
ENSG00000138780.17,GSTCD,chr4,105708773
ENSG00000130227.19,XPO7,chr8,21919544
ENSG00000104365.18,IKBKB,chr8,42271301
ENSG00000174307.8,PHLDA3,chr1,201469429
ENSG00000115977.23,AAK1,chr2,69674348
ENSG00000117245.15,KIF17,chr1,20718017
ENSG00000116213.18,WRAP73,chr1,3652760
ENSG00000184313.21,MROH7,chr1,54641753
ENSG00000163932.18,PRKCD,chr3,53156008
ENSG00000047249.20,ATP6V1H,chr8,53843557
ENSG00000075914.15,EXOSC7,chr3,44975240
ENSG00000131669.12,NINJ1,chr9,93134611
ENSG00000143149.15,ALDH9A1,chr1,165698598
ENSG00000144395.19,CCDC150,chr2,196639553
ENSG00000162763.4,LRRC52,chr1,165543999
ENSG00000285645.1,ENSG00000285645,chr9,35828731
ENSG00000163914.6,RHO,chr3,129528636
ENSG00000106333.15,PCOLCE,chr7,100602320
ENSG00000163913.16,IFT122,chr3,129429606
ENSG00000137094.17,DNAJB5,chr9,34989640
ENSG00000115425.16,PECR,chr2,216082954
ENSG00000205765.12,RIMOC1,chr5,41904187
ENSG00000132294.17,EFR3A,chr8,131904071
ENSG00000165476.16,REEP3,chr10,63521330
ENSG00000249915.11,PDCD6,chr5,271451
ENSG00000143387.16,CTSK,chr1,150809576
ENSG00000014123.12,UFL1,chr6,96521594
ENSG00000185863.9,TMEM210,chr9,137172055
ENSG00000283267.3,FAM237B,chr7,90321303
ENSG00000010322.18,NISCH,chr3,52455117
ENSG00000276180.3,H4C9,chr6,27139281
ENSG00000176542.11,USF3,chr3,113696666
ENSG00000118420.19,UBE3D,chr6,83065859
ENSG00000148606.17,POLR3A,chr10,78029550
ENSG00000106991.17,ENG,chr9,127855231
ENSG00000126106.15,TMEM53,chr1,44674618
ENSG00000095637.25,SORBS1,chr10,95561468
ENSG00000171320.16,ESCO2,chr8,27771948
ENSG00000145555.16,MYO10,chr5,16936316
ENSG00000157741.17,UBN2,chr7,139230355
ENSG00000114739.16,ACVR2B,chr3,38453842
ENSG00000197603.18,CPLANE1,chr5,37249409
ENSG00000171357.7,LURAP1,chr1,46203190
ENSG00000115825.13,PRKD3,chr2,37324838
ENSG00000127954.15,STEAP4,chr7,88307060
ENSG00000121864.12,ZNF639,chr3,179322855
ENSG00000068796.21,KIF2A,chr5,62305973
ENSG00000221937.4,TAS2R40,chr7,143222036
ENSG00000137285.12,TUBB2B,chr6,3231729
ENSG00000164294.16,GPX8,chr5,55160000
ENSG00000168528.14,SERINC2,chr1,31409564
ENSG00000109390.15,NDUFC1,chr4,139302563
ENSG00000178425.16,NT5DC1,chr6,116100803
ENSG00000164830.20,OXR1,chr8,106270111
ENSG00000143093.17,STRIP1,chr1,110031576
ENSG00000143515.22,ATP8B2,chr1,154325510
ENSG00000143443.11,C1orf56,chr1,151047745
ENSG00000163424.10,TEX55,chr3,119146150
ENSG00000267206.8,LCN6,chr9,136748530
ENSG00000070785.19,EIF2B3,chr1,44986721
ENSG00000124772.13,CPNE5,chr6,36840051
ENSG00000198898.18,CAPZA2,chr7,116811069
ENSG00000155275.21,TRMT44,chr4,8436139
ENSG00000172478.20,MAB21L4,chr2,240896893
ENSG00000138395.17,CDK15,chr2,201790460
ENSG00000113971.23,NPHP3,chr3,132722497
ENSG00000288677.2,HRURF,chr8,22131009
ENSG00000065135.14,GNAI3,chr1,109548581
ENSG00000256029.6,ENSG00000256029,chr1,159873052
ENSG00000145425.12,RPS3A,chr4,151099563
ENSG00000164300.20,SERINC5,chr5,80256087
ENSG00000198483.15,ANKRD35,chr1,145886087
ENSG00000135823.15,STX6,chr1,181023120
ENSG00000188313.15,PLSCR1,chr3,146544861
ENSG00000031081.13,ARHGAP31,chr3,119294030
ENSG00000146232.19,NFKBIE,chr6,44265787
ENSG00000178199.15,ZC3H12D,chr6,149485035
ENSG00000176731.14,RBIS,chr8,85220792
ENSG00000258864.1,ENSG00000258864,chr5,112827212
ENSG00000211454.16,AKR7L,chr1,19274193
ENSG00000072274.16,TFRC,chr3,196082161
ENSG00000162391.14,FAM151A,chr1,54623555
ENSG00000171227.9,TMEM37,chr2,119429900
ENSG00000019582.19,CD74,chr5,150412968
ENSG00000106069.28,CHN2,chr7,29146546
ENSG00000179023.9,KLHDC7A,chr1,18480929
ENSG00000127989.16,MTERF1,chr7,91880731
ENSG00000113369.10,ARRDC3,chr5,91383347
ENSG00000168291.15,PDHB,chr3,58434011
ENSG00000107036.14,RIC1,chr9,5628737
ENSG00000054356.16,PTPRN,chr2,219309647
ENSG00000168575.13,SLC20A2,chr8,42542529
ENSG00000205116.4,TMEM278,chr1,1425870
ENSG00000198042.13,MAK16,chr8,33484695
ENSG00000160124.11,MIX23,chr3,122383275
ENSG00000186409.20,CCDC30,chr1,42463220
ENSG00000178035.15,IMPDH2,chr3,49029451
ENSG00000127081.17,ZNF484,chr9,92878049
ENSG00000170458.17,CD14,chr5,140633710
ENSG00000177791.14,MYOZ1,chr10,73642102
ENSG00000196208.16,GREB1,chr2,11482340
ENSG00000162998.7,FRZB,chr2,182868437
ENSG00000163734.4,CXCL3,chr4,74038806
ENSG00000148450.15,MSRB2,chr10,23095477
ENSG00000196659.10,IFT70B,chr2,177552795
ENSG00000175287.21,PHYHD1,chr9,128920965
ENSG00000288644.1,ENSG00000288644,chr1,203802093
ENSG00000142327.15,RNPEPL1,chr2,240565803
ENSG00000197081.17,IGF2R,chr6,159969032
ENSG00000187642.12,PERM1,chr1,982136
ENSG00000146856.15,AGBL3,chr7,134986495
ENSG00000116809.14,ZBTB17,chr1,15976131
ENSG00000132677.15,RHBG,chr1,156369014
ENSG00000159685.13,CHCHD6,chr3,126704202
ENSG00000145241.13,CENPC,chr4,67545564
ENSG00000148158.19,SNX30,chr9,112750723
ENSG00000153147.8,SMARCA5,chr4,143513444
ENSG00000198570.9,RD3,chr1,211492489
ENSG00000104231.13,ZFAND1,chr8,81732902
ENSG00000137947.14,GTF2B,chr1,88891943
ENSG00000188822.9,CNR2,chr1,23913395
ENSG00000205403.17,CFI,chr4,109802199
ENSG00000271723.5,MROH7-TTC4,chr1,54641785
ENSG00000084734.11,GCKR,chr2,27496054
ENSG00000164466.15,SFXN1,chr5,175477061
ENSG00000163600.15,ICOS,chr2,203936756
ENSG00000173545.7,ZNF622,chr5,16465810
ENSG00000112378.13,PERP,chr6,138107847
ENSG00000274286.2,ADRA2B,chr2,96116570
ENSG00000122218.19,COPA,chr1,160343565
ENSG00000107372.15,ZFAND5,chr9,72365784
ENSG00000175893.15,ZDHHC21,chr9,14694197
ENSG00000153046.20,CDYL,chr6,4706158
ENSG00000151917.20,BEND6,chr6,56954804
ENSG00000121594.14,CD80,chr3,119580615
ENSG00000124818.17,OPN5,chr6,47781981
ENSG00000133739.18,LRRCC1,chr8,85107078
ENSG00000143458.14,GABPB2,chr1,151070513
ENSG00000236543.3,ENSG00000236543,chr9,135604344
ENSG00000215906.9,LACTBL1,chr1,22972865
ENSG00000116260.18,QSOX1,chr1,180154805
ENSG00000169026.15,SLC49A3,chr4,689547
ENSG00000170820.13,FSHR,chr2,49154526
ENSG00000096654.18,ZNF184,chr6,27473140
ENSG00000165661.19,QSOX2,chr9,136245830
ENSG00000169248.14,CXCL11,chr4,76050205
ENSG00000184374.5,COLEC10,chr8,118995451
ENSG00000148308.20,GTF3C5,chr9,133030674
ENSG00000122786.22,CALD1,chr7,134744251
ENSG00000204010.4,IFIT1B,chr10,89378049
ENSG00000197694.21,SPTAN1,chr9,128552557
ENSG00000154553.18,PDLIM3,chr4,185535668
ENSG00000114113.8,RBP2,chr3,139480766
ENSG00000146530.17,VWDE,chr7,12404032
ENSG00000204930.10,FAM221B,chr9,35828746
ENSG00000185436.14,IFNLR1,chr1,24187958
ENSG00000144566.13,RAB5A,chr3,19947067
ENSG00000183615.8,FAM167B,chr1,32247214
ENSG00000127481.16,UBR4,chr1,19210328
ENSG00000239642.7,MEIKIN,chr5,131945697
ENSG00000174371.19,EXO1,chr1,241847966
ENSG00000162734.15,PEA15,chr1,160205327
ENSG00000163848.23,ZNF148,chr3,125375841
ENSG00000071909.20,MYO3B,chr2,170178144
ENSG00000163217.4,BMP10,chr2,68871438
ENSG00000186891.15,TNFRSF18,chr1,1206813
ENSG00000136237.21,RAPGEF5,chr7,22357169
ENSG00000198520.14,ARMH1,chr1,44674691
ENSG00000005421.11,PON1,chr7,95325948
ENSG00000138758.14,SEPTIN11,chr4,76949699
ENSG00000112972.16,HMGCS1,chr5,43313511
ENSG00000068724.20,TTC7A,chr2,46915868
ENSG00000144730.21,IL17RD,chr3,57170305
ENSG00000116205.16,TCEANC2,chr1,54052866
ENSG00000235106.13,BRD3OS,chr9,134025428
ENSG00000164168.10,TMEM184C,chr4,147617373
ENSG00000184898.8,RBM43,chr2,151261869
ENSG00000170577.10,SIX2,chr2,45009519
ENSG00000128710.7,HOXD10,chr2,176108789
ENSG00000123992.23,DNPEP,chr2,219400021
ENSG00000117226.15,GBP3,chr1,89022893
ENSG00000143590.16,EFNA3,chr1,155078822
ENSG00000158062.23,UBXN11,chr1,26318362
ENSG00000286165.1,ENSG00000286165,chr2,189661518
ENSG00000196843.20,ARID5A,chr2,96536698
ENSG00000127743.7,IL17B,chr5,149404201
ENSG00000124570.23,SERPINB6,chr6,2972374
ENSG00000081307.17,UBA5,chr3,132654445
ENSG00000145194.21,ECE2,chr3,184275530
ENSG00000283683.3,MYOCOS,chr1,171600620
ENSG00000119866.23,BCL11A,chr2,60554466
ENSG00000115042.12,FAHD2A,chr2,95402685
ENSG00000180376.19,CCDC66,chr3,56557160
ENSG00000138698.17,RAP1GDS1,chr4,98260921
ENSG00000116857.19,TMEM9,chr1,201172329
ENSG00000134020.10,PEBP4,chr8,22999999
ENSG00000189195.17,BTBD8,chr1,92080304
ENSG00000226690.9,C7orf78,chr7,12469620
ENSG00000144357.20,UBR3,chr2,169827395
ENSG00000144591.22,GMPPA,chr2,219498617
ENSG00000115165.12,CYTIP,chr2,157491092
ENSG00000170085.20,SIMC1,chr5,176238363
ENSG00000168263.9,KCNV2,chr9,2717509
ENSG00000115523.19,GNLY,chr2,85685174
ENSG00000275074.4,NUDT18,chr8,22109443
ENSG00000151576.12,QTRT2,chr3,114005832
ENSG00000174695.11,TMEM167A,chr5,83077862
ENSG00000185013.18,NT5C1B,chr2,18589568
ENSG00000090263.18,MRPS33,chr7,141015285
ENSG00000128524.6,ATP6V1F,chr7,128862815
ENSG00000115252.21,PDE1A,chr2,182523358
ENSG00000112486.20,CCR6,chr6,167111789
ENSG00000186197.16,EDARADD,chr1,236348256
ENSG00000197409.9,H3C4,chr6,26197285
ENSG00000250741.6,NT5C1B-RDH14,chr2,18589563
ENSG00000287363.5,CIMIP3,chr6,42142692
ENSG00000117625.16,RCOR3,chr1,211258376
ENSG00000113384.16,GOLPH3,chr5,32174726
ENSG00000078401.9,EDN1,chr6,12287458
ENSG00000282301.4,CYP3A7-CYP3A51P,chr7,99735101
ENSG00000138030.16,KHK,chr2,27086722
ENSG00000164120.15,HPGD,chr4,174523153
ENSG00000163576.19,EFHB,chr3,19947024
ENSG00000160870.16,CYP3A7,chr7,99735195
ENSG00000143442.25,POGZ,chr1,151459510
ENSG00000115008.8,IL1A,chr2,112784499
ENSG00000272391.8,POM121C,chr7,75486357
ENSG00000153832.14,FBXO36,chr2,229922301
ENSG00000163945.21,UVSSA,chr4,1345690
ENSG00000163002.15,NUP35,chr2,183117512
ENSG00000064652.13,SNX24,chr5,122843438
ENSG00000120215.11,MLANA,chr9,5890872
ENSG00000164209.19,SLC25A46,chr5,110738135
ENSG00000158941.19,CCAR2,chr8,22604628
ENSG00000174173.8,TRMT10C,chr3,101561833
ENSG00000186160.5,CYP4Z1,chr1,47067230
ENSG00000250571.9,GLI4,chr8,143263192
ENSG00000136206.5,SPDYE1,chr7,43997896
ENSG00000106399.13,RPA3,chr7,7718606
ENSG00000145349.22,CAMK2D,chr4,113762571
ENSG00000143952.22,VPS54,chr2,64019549
ENSG00000171824.16,EXOSC10,chr1,11099906
ENSG00000163349.23,HIPK1,chr1,113929323
ENSG00000104689.12,TNFRSF10A,chr8,23225144
ENSG00000275126.2,H4C13,chr6,27873533
ENSG00000180628.17,PCGF5,chr10,91162338
ENSG00000183763.11,TRAIP,chr3,49856596
ENSG00000127472.13,PLA2G5,chr1,20028178
ENSG00000004838.16,ZMYND10,chr3,50345745
ENSG00000143919.17,CAMKMT,chr2,44361873
ENSG00000151914.23,DST,chr6,56955273
ENSG00000143951.18,WDPCP,chr2,63827842
ENSG00000117525.16,F3,chr1,94541850
ENSG00000145949.14,MYLK4,chr6,2770380
ENSG00000077147.18,TM9SF3,chr10,96587451
ENSG00000182187.5,CRYGB,chr2,208146162
ENSG00000168765.21,GSTM4,chr1,109656068
ENSG00000163286.10,ALPG,chr2,232406836
ENSG00000172493.25,AFF1,chr4,86934202
ENSG00000179165.12,PXT1,chr6,36442853
ENSG00000156170.16,NDUFAF6,chr8,94895532
ENSG00000146858.9,ZC3HAV1L,chr7,139036218
ENSG00000162244.14,RPL29,chr3,51996020
ENSG00000188931.6,CFAP126,chr1,161367884
ENSG00000116209.14,TMEM59,chr1,54053503
ENSG00000138684.9,IL21,chr4,122621065
ENSG00000120925.18,RNF170,chr8,42897308
ENSG00000137221.16,TJAP1,chr6,43477522
ENSG00000137463.7,MGARP,chr4,139280496
ENSG00000204003.8,ENSG00000204003,chr9,136748452
ENSG00000164414.21,SLC35A1,chr6,87470622
ENSG00000104660.20,LEPROTL1,chr8,30095400
ENSG00000135829.19,DHX9,chr1,182839301
ENSG00000119280.19,C1orf198,chr1,230869588
ENSG00000184345.5,IQCF2,chr3,51861614
ENSG00000178522.15,AMBN,chr4,70592255
ENSG00000163251.6,FZD5,chr2,207769913
ENSG00000131375.12,CAPN7,chr3,15206111
ENSG00000163053.13,SLC16A14,chr2,230069003
ENSG00000144278.17,GALNT13,chr2,153871397
ENSG00000169085.15,VXN,chr8,66492325
ENSG00000173302.5,GPR148,chr2,130729069
ENSG00000007001.16,UPP2,chr2,157876556
ENSG00000122547.14,EEPD1,chr7,36153074
ENSG00000135047.18,CTSL,chr9,87724050
ENSG00000143740.17,SNAP47,chr1,227728199
ENSG00000123643.16,SLC36A1,chr5,151437045
ENSG00000164181.16,ELOVL7,chr5,60844588
ENSG00000168078.12,PBK,chr8,27838081
ENSG00000050555.21,LAMC3,chr9,131008877
ENSG00000120370.15,GORAB,chr1,170531818
ENSG00000058056.12,USP13,chr3,179652729
ENSG00000165730.18,STOX1,chr10,68827198
ENSG00000157827.23,FMNL2,chr2,152335112
ENSG00000109220.13,CHIC2,chr4,54064665
ENSG00000133657.19,ATP13A3,chr3,194498363
ENSG00000167701.16,GPT,chr8,144502607
ENSG00000163681.19,SLMAP,chr3,57755449
ENSG00000187609.18,EXD3,chr9,137423910
ENSG00000183853.20,KIRREL1,chr1,157993272
ENSG00000131686.15,CA6,chr1,8945866
ENSG00000107897.22,ACBD5,chr10,27243045
ENSG00000160271.18,RALGDS,chr9,133149439
ENSG00000172037.16,LAMB2,chr3,49133117
ENSG00000117395.15,EBNA1BP2,chr1,43270935
ENSG00000107105.17,ELAVL2,chr9,23826351
ENSG00000285330.1,ENSG00000285330,chr4,109801998
