seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chrX	61426067	61426242	176	*	p65_0hr_peak_16617	25	.	4.2052	5.76508	2.52133	27	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1923404	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61435029	61435305	277	*	p65_0hr_peak_16618	26	.	4.25024	5.91036	2.61559	205	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1914341	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61437644	61437819	176	*	p65_0hr_peak_16619	37	.	5.16686	7.67231	3.72411	55	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1911827	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61443372	61443639	268	*	p65_0hr_peak_16620	50	.	6.028	9.31118	5.04104	161	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1906007	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61449823	61449999	177	*	p65_0hr_peak_16621	37	.	5.44168	7.61256	3.72411	93	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1899647	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61453335	61453510	176	*	p65_0hr_peak_16622	37	.	5.16686	7.67231	3.72411	127	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1896136	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61453829	61454004	176	*	p65_0hr_peak_16623	26	.	4.30571	6.09996	2.61559	63	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1895642	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61457872	61458105	234	*	p65_0hr_peak_16624	26	.	4.30571	6.09996	2.61559	90	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1891541	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61458348	61458523	176	*	p65_0hr_peak_16625	26	.	4.66429	6.22211	2.69513	80	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1891123	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61469036	61469218	183	*	p65_0hr_peak_16626	25	.	4.2052	5.76508	2.52133	30	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1880428	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61488664	61488839	176	*	p65_0hr_peak_16627	16	.	3.44457	4.60611	1.65242	117	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1860807	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61506669	61506882	214	*	p65_0hr_peak_16628	36	.	5.10029	7.44386	3.66069	98	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1842764	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61518989	61519305	317	*	p65_0hr_peak_16629	26	.	4.66429	6.22211	2.69513	149	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1830341	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61523053	61523228	176	*	p65_0hr_peak_16630	31	.	4.89076	6.80769	3.18713	66	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1826418	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61536687	61536898	212	*	p65_0hr_peak_16631	36	.	5.10029	7.44386	3.66069	123	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1812748	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61543325	61543500	176	*	p65_0hr_peak_16632	32	.	4.93918	6.94521	3.26756	99	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1806146	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61551537	61551776	240	*	p65_0hr_peak_16633	45	.	5.82555	8.64745	4.53386	77	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1797870	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61557797	61557972	176	*	p65_0hr_peak_16634	23	.	4.11598	5.49678	2.33271	94	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1791674	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61566335	61566510	176	*	p65_0hr_peak_16635	26	.	4.30571	6.09996	2.61559	24	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1783136	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61567175	61567350	176	*	p65_0hr_peak_16636	23	.	4.11598	5.49678	2.33271	12	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1782296	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61586140	61586315	176	*	p65_0hr_peak_16637	26	.	4.66429	6.22211	2.69513	117	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1763331	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61592193	61592368	176	*	p65_0hr_peak_16638	37	.	5.16686	7.67231	3.72411	85	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1757278	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61598398	61598750	353	*	p65_0hr_peak_16639	50	.	6.028	9.31118	5.04104	227	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1750896	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61606702	61606877	176	*	p65_0hr_peak_16640	37	.	5.16686	7.67231	3.72411	56	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1742769	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61608625	61608800	176	*	p65_0hr_peak_16641	32	.	4.93918	6.94521	3.26756	59	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1740846	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61612867	61613167	301	*	p65_0hr_peak_16642	16	.	3.68199	4.43899	1.65242	194	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1736479	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61626961	61627211	251	*	p65_0hr_peak_16643	18	.	3.88691	4.89784	1.87186	1	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1722435	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61648433	61648608	176	*	p65_0hr_peak_16644	26	.	4.30571	6.09996	2.61559	29	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1701038	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61651597	61651772	176	*	p65_0hr_peak_16645	16	.	3.4002	4.45529	1.65242	68	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1697874	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61659334	61659545	212	*	p65_0hr_peak_16646	37	.	5.16686	7.67231	3.72411	126	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1690101	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61667606	61667860	255	*	p65_0hr_peak_16647	18	.	3.88691	4.89784	1.87186	187	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1681786	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61684397	61684658	262	*	p65_0hr_peak_16648	22	.	4.07563	5.38279	2.28138	111	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1664988	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61690689	61690864	176	*	p65_0hr_peak_16649	32	.	4.93918	6.94521	3.26756	41	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1658782	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61693410	61693593	184	*	p65_0hr_peak_16650	37	.	5.16686	7.67231	3.72411	150	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1656053	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61696414	61696611	198	*	p65_0hr_peak_16651	43	.	5.76238	8.46002	4.37116	70	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1653035	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61701602	61701859	258	*	p65_0hr_peak_16652	26	.	4.29626	6.06674	2.61559	133	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1647787	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61714938	61715113	176	*	p65_0hr_peak_16653	26	.	4.30571	6.09996	2.61559	102	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1634533	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61725166	61725580	415	*	p65_0hr_peak_16654	36	.	5.10029	7.44386	3.66069	255	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1624066	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61740016	61740361	346	*	p65_0hr_peak_16655	62	.	6.80039	10.7015	6.27971	173	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1609285	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61748362	61748551	190	*	p65_0hr_peak_16656	43	.	5.76238	8.46002	4.37116	56	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1601095	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61748943	61749118	176	*	p65_0hr_peak_16657	37	.	5.16686	7.67231	3.72411	128	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1600528	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61750542	61750847	306	*	p65_0hr_peak_16658	37	.	5.16686	7.67231	3.72411	131	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1598799	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61756456	61756631	176	*	p65_0hr_peak_16659	26	.	4.30571	6.09996	2.61559	104	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1593015	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61758421	61758706	286	*	p65_0hr_peak_16660	24	.	4.41839	5.66714	2.44991	154	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1590940	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61776821	61776996	176	*	p65_0hr_peak_16661	32	.	4.93918	6.94521	3.26756	86	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1572650	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61778897	61779118	222	*	p65_0hr_peak_16662	81	.	7.73327	12.6948	8.10423	76	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1570528	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61787627	61787802	176	*	p65_0hr_peak_16663	37	.	5.16686	7.67231	3.72411	30	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1561844	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61789771	61789946	176	*	p65_0hr_peak_16664	16	.	3.32889	4.23203	1.61538	100	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1559700	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61799476	61799651	176	*	p65_0hr_peak_16665	26	.	4.30571	6.09996	2.61559	67	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1549995	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61803203	61803398	196	*	p65_0hr_peak_16666	23	.	4.11598	5.49678	2.33271	70	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1546248	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61815975	61816161	187	*	p65_0hr_peak_16667	26	.	4.30571	6.09996	2.61559	48	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1533485	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61817377	61817733	357	*	p65_0hr_peak_16668	28	.	4.89664	6.43405	2.86862	227	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1531913	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61842229	61842404	176	*	p65_0hr_peak_16669	37	.	5.16686	7.67231	3.72411	102	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1507242	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61846347	61846522	176	*	p65_0hr_peak_16670	37	.	5.16686	7.67231	3.72411	77	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1503124	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61856233	61856408	176	*	p65_0hr_peak_16671	37	.	5.16686	7.67231	3.72411	109	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1493238	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61858127	61858424	298	*	p65_0hr_peak_16672	37	.	5.16686	7.67231	3.72411	197	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1491222	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61878403	61878581	179	*	p65_0hr_peak_16673	23	.	4.11598	5.49678	2.33271	101	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1471065	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61886584	61886792	209	*	p65_0hr_peak_16674	32	.	4.93918	6.94521	3.26756	37	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1462854	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61897148	61897371	224	*	p65_0hr_peak_16675	26	.	4.30571	6.09996	2.61559	73	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1452275	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61911644	61911819	176	*	p65_0hr_peak_16676	37	.	5.15551	7.63229	3.72411	71	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1437827	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61933954	61934223	270	*	p65_0hr_peak_16677	26	.	4.66429	6.22211	2.69513	141	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1415423	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61952570	61952745	176	*	p65_0hr_peak_16678	32	.	4.93918	6.94521	3.26756	92	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1396901	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61960832	61961007	176	*	p65_0hr_peak_16679	26	.	4.30571	6.09996	2.61559	92	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1388639	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61966903	61967078	176	*	p65_0hr_peak_16680	26	.	4.30571	6.09996	2.61559	95	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1382568	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61970724	61970907	184	*	p65_0hr_peak_16681	37	.	5.15551	7.63229	3.72411	125	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1378739	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	61974334	61974674	341	*	p65_0hr_peak_16682	16	.	3.44457	4.60611	1.65242	197	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1374972	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62005213	62005388	176	*	p65_0hr_peak_16683	26	.	4.30571	6.09996	2.61559	120	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1344258	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62012368	62012543	176	*	p65_0hr_peak_16684	37	.	5.16686	7.67231	3.72411	52	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1337103	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62012911	62013195	285	*	p65_0hr_peak_16685	37	.	5.15551	7.63229	3.72411	167	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1336451	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62022533	62022708	176	*	p65_0hr_peak_16686	16	.	3.44457	4.60611	1.65242	151	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1326938	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62025018	62025193	176	*	p65_0hr_peak_16687	26	.	4.30571	6.09996	2.61559	36	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1324453	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62031473	62031648	176	*	p65_0hr_peak_16688	16	.	3.68199	4.43899	1.65242	73	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1317998	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62036075	62036250	176	*	p65_0hr_peak_16689	26	.	4.30571	6.09996	2.61559	112	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1313396	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62039902	62040162	261	*	p65_0hr_peak_16690	37	.	5.16686	7.67231	3.72411	144	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1309484	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62049387	62049577	191	*	p65_0hr_peak_16691	65	.	6.88914	11.0078	6.5418	49	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1300069	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62050466	62050672	207	*	p65_0hr_peak_16692	29	.	4.79232	6.54248	2.96219	83	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1298974	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62062008	62062236	229	*	p65_0hr_peak_16693	18	.	3.88691	4.89784	1.87186	114	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1287410	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62064309	62064512	204	*	p65_0hr_peak_16694	50	.	6.028	9.31118	5.04104	41	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1285134	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62068561	62068836	276	*	p65_0hr_peak_16695	26	.	4.30571	6.09996	2.61559	30	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1280810	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62082564	62082739	176	*	p65_0hr_peak_16696	32	.	4.93918	6.94521	3.26756	118	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1266907	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62087110	62087285	176	*	p65_0hr_peak_16697	26	.	4.66429	6.22211	2.69513	161	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1262361	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62118169	62118378	210	*	p65_0hr_peak_16698	46	.	5.88728	8.83887	4.69715	114	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1231268	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62131173	62131348	176	*	p65_0hr_peak_16699	37	.	5.16686	7.67231	3.72411	138	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1218298	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62131829	62132004	176	*	p65_0hr_peak_16700	37	.	5.16686	7.67231	3.72411	51	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1217642	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62140801	62141034	234	*	p65_0hr_peak_16701	26	.	4.30571	6.09996	2.61559	110	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1208612	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62181950	62182225	276	*	p65_0hr_peak_16702	48	.	6.21906	9.06049	4.87584	145	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1167421	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62195891	62196204	314	*	p65_0hr_peak_16703	37	.	5.16686	7.67231	3.72411	139	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1153442	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62200341	62200616	276	*	p65_0hr_peak_16704	26	.	4.30571	6.09996	2.61559	165	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1149030	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62206576	62206797	222	*	p65_0hr_peak_16705	50	.	6.028	9.31118	5.04104	73	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1142849	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62214699	62215013	315	*	p65_0hr_peak_16706	37	.	5.16686	7.67231	3.72411	46	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1134633	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62216649	62216824	176	*	p65_0hr_peak_16707	37	.	5.16686	7.67231	3.72411	98	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1132822	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62231152	62231461	310	*	p65_0hr_peak_16708	26	.	4.30571	6.09996	2.61559	137	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1118185	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62239326	62239648	323	*	p65_0hr_peak_16709	50	.	6.028	9.31118	5.04104	198	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1109998	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62249514	62249813	300	*	p65_0hr_peak_16710	86	.	8.23197	13.3246	8.68875	133	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1099833	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62262236	62262517	282	*	p65_0hr_peak_16711	32	.	4.93918	6.94521	3.26756	166	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1087129	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62277250	62277425	176	*	p65_0hr_peak_16712	15	.	3.29279	4.12662	1.53624	86	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1072221	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62290334	62290509	176	*	p65_0hr_peak_16713	23	.	4.11598	5.49678	2.33271	105	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1059137	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62294897	62295144	248	*	p65_0hr_peak_16714	37	.	5.16686	7.67231	3.72411	76	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1054502	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62310624	62310859	236	*	p65_0hr_peak_16715	37	.	5.16686	7.67231	3.72411	98	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1038787	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62317433	62317656	224	*	p65_0hr_peak_16716	28	.	4.89664	6.43405	2.86862	130	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1031990	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62323650	62323825	176	*	p65_0hr_peak_16717	26	.	4.30571	6.09996	2.61559	90	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1025821	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62327764	62327982	219	*	p65_0hr_peak_16718	32	.	4.93918	6.94521	3.26756	87	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1021664	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62333816	62333991	176	*	p65_0hr_peak_16719	26	.	4.66429	6.22211	2.69513	84	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1015655	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62335119	62335294	176	*	p65_0hr_peak_16720	18	.	3.88691	4.89784	1.87186	17	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-1014352	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62349762	62350004	243	*	p65_0hr_peak_16721	32	.	4.93918	6.94521	3.26756	72	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-999642	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62360880	62361055	176	*	p65_0hr_peak_16722	26	.	4.29626	6.06674	2.61559	26	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-988591	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62372455	62372630	176	*	p65_0hr_peak_16723	36	.	5.10029	7.44386	3.66069	125	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-977016	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62376512	62376742	231	*	p65_0hr_peak_16724	21	.	3.9936	5.16307	2.1063	80	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-972904	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62377026	62377201	176	*	p65_0hr_peak_16725	26	.	4.23663	5.86568	2.60665	128	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-972445	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62378254	62378436	183	*	p65_0hr_peak_16726	36	.	5.10029	7.44386	3.66069	90	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-971210	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62403663	62403939	277	*	p65_0hr_peak_16727	37	.	5.16686	7.67231	3.72411	162	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-945707	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62410293	62410701	409	*	p65_0hr_peak_16728	37	.	5.16686	7.67231	3.72411	127	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-938945	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62411658	62411933	276	*	p65_0hr_peak_16729	26	.	4.66429	6.22211	2.69513	144	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-937713	NA	SPIN4-AS1	SPIN4 antisense RNA 1
chrX	62464356	62464531	176	*	p65_0hr_peak_16730	18	.	3.87656	4.87317	1.87186	75	Distal Intergenic	23	63349646	63352178	2533	1	100874033	ENST00000451979.1	-885115	NA	SPIN4-AS1	SPIN4 antisense RNA 1
